cmpt_0,logl,logv,weight
2.0463917089749559e+00,-3.0127980459140598e+00,-4.6101660193249021e+00,4.8908998586805728e-04
-1.9618707314008048e+00,-2.8434069159969040e+00,-4.6201660193248868e+00,5.7360305922177484e-04
-1.7907065073633901e+00,-2.5222534303901352e+00,-4.6301660193248999e+00,7.8296743747546099e-04
-1.7068763744800286e+00,-2.3756520115123827e+00,-4.6401660193248961e+00,8.9757127040083226e-04
1.6849176410632578e+00,-2.3384122612164262e+00,-4.6501660193249013e+00,9.2235693273641907e-04
1.6731448769030317e+00,-2.3186454221867701e+00,-4.6601660193248975e+00,9.3140958034056381e-04
-1.6532310356729851e+00,-2.2855249612895250e+00,-4.6701660193249008e+00,9.5319507399452752e-04
-1.6497014032986863e+00,-2.2796958926561670e+00,-4.6801660193248891e+00,9.4922764245588360e-04
1.6341031322849295e+00,-2.2540850561050485e+00,-4.6901660193248995e+00,9.6416214679370844e-04
-1.6047472006497376e+00,-2.2065453216299242e+00,-4.7001660193248913e+00,1.0010444831202881e-03
-1.5740470707385399e+00,-2.1577506230836283e+00,-4.7101660193249000e+00,1.0406428389493072e-03
-1.5152808506365540e+00,-2.0669765607862587e+00,-4.7201660193248962e+00,1.1281878793017092e-03
1.5010881014871349e+00,-2.0455712768464647e+00,-4.7301660193248987e+00,1.1411288397867206e-03
-1.4952843549826116e+00,-2.0368761837612217e+00,-4.7401660193249038e+00,1.1396407439974495e-03
1.4687936176985026e+00,-1.9976158783292670e+00,-4.7501660193248929e+00,1.1734796341065644e-03
-1.4401245468642256e+00,-1.9559178878737851e+00,-4.7601660193248980e+00,1.2112723932647923e-03
-1.4083762691837862e+00,-1.9107003904333597e+00,-4.7701660193248987e+00,1.2546904254714733e-03
-1.3671273092561975e+00,-1.8534570724903849e+00,-4.7801660193248923e+00,1.3153886682484191e-03
1.3642719261568104e+00,-1.8495574768831462e+00,-4.7901660193248956e+00,1.3073886917940630e-03
1.3602725812241734e+00,-1.8441092802484773e+00,-4.8001660193248954e+00,1.3014512388575493e-03
1.3355706286763442e+00,-1.8108129847248020e+00,-4.8101660193248987e+00,1.3321261501218571e-03
-1.3269728528554223e+00,-1.7993670087409686e+00,-4.8201660193249003e+00,1.3340537658495307e-03
-1.3243988051110935e+00,-1.7959546301231857e+00,-4.8301660193249010e+00,1.3252944080801457e-03
-1.2925268570478468e+00,-1.7542513707283320e+00,-4.8401660193248999e+00,1.3679836794860051e-03
-1.2599503111894013e+00,-1.7126759259664741e+00,-4.8501660193248908e+00,1.4118675530152643e-03
1.2575450600177713e+00,-1.7096483216208895e+00,-4.8601660193248915e+00,1.4020576926793908e-03
-1.2382805319429382e+00,-1.6856078705277824e+00,-4.8701660193248957e+00,1.4218820610093692e-03
-1.2361005711319035e+00,-1.6829108436096485e+00,-4.8801660193249008e+00,1.4115359193720433e-03
1.2277577024667439e+00,-1.6726330206165483e+00,-4.8901660193249050e+00,1.4119281309862061e-03
1.2259391977655294e+00,-1.6704019909423344e+00,-4.9001660193248906e+00,1.4010014029061213e-03
1.2210462690933950e+00,-1.6644155282667892e+00,-4.9101660193248922e+00,1.3953897004056600e-03
-1.2173845584904570e+00,-1.6599511142588419e+00,-4.9201660193249026e+00,1.3876867405947938e-03
-1.2102707980132967e+00,-1.6513162348952104e+00,-4.9301660193248953e+00,1.3857936732150622e-03
1.2078481095348437e+00,-1.6483870604867872e+00,-4.9401660193248880e+00,1.3760295288080492e-03
1.2039518262099431e+00,-1.6436885325504680e+00,-4.9501660193249064e+00,1.3687538496477605e-03
-1.2013949007313720e+00,-1.6406133863850112e+00,-4.9601660193248920e+00,1.3593081720181350e-03
