cmpt_0,logl,logv,weight
3.0225044978277955e+00,-5.4867052523279671e+00,-4.6101660193249021e+00,4.1208283266748554e-05
-2.1905955326571087e+00,-3.3182929264819805e+00,-4.6201660193248868e+00,3.5675583497953223e-04
2.0746739299075192e+00,-3.0710744903522946e+00,-4.6301660193248999e+00,4.5226579466008468e-04
-1.7951837535329465e+00,-2.5302808871076587e+00,-4.6401660193248961e+00,7.6897899276499068e-04
1.7201555995440903e+00,-2.3984061759547837e+00,-4.6501660193249013e+00,8.6864833249300738e-04
-1.7170897420414499e+00,-2.3931371237453263e+00,-4.6601660193248975e+00,8.6454850825765550e-04
-1.6987605635594907e+00,-2.3618322587858187e+00,-4.6701660193249008e+00,8.8316520643025732e-04
1.6710526560302426e+00,-2.3151470222462036e+00,-4.6801660193248891e+00,9.1616595000526145e-04
1.6627415731502060e+00,-2.3012933021743507e+00,-4.6901660193248995e+00,9.1970340892621300e-04
1.6009587011387190e+00,-2.2004729140092265e+00,-4.7001660193248913e+00,1.0071417270074972e-03
1.4848859408641191e+00,-2.0213816613212998e+00,-4.7101660193249000e+00,1.1926856325044245e-03
1.4552667310040424e+00,-1.9778391618169353e+00,-4.7201660193248962e+00,1.2333697996642530e-03
1.4210997178069116e+00,-1.9287007366087814e+00,-4.7301660193248987e+00,1.2825990448684414e-03
-1.4099443428819021e+00,-1.9129100576456788e+00,-4.7401660193249038e+00,1.2900477097752216e-03
-1.3247322048882366e+00,-1.7963962399673639e+00,-4.7501660193248929e+00,1.4350404252057507e-03
1.2946924607625228e+00,-1.7570528166109978e+00,-4.7601660193248980e+00,1.4777733225131830e-03
-1.2664690541491130e+00,-1.7209104651920140e+00,-4.7701660193248987e+00,1.5169151931185489e-03
1.2584817014127716e+00,-1.7108266290287317e+00,-4.7801660193248923e+00,1.5170423707993445e-03
-1.2581849705544448e+00,-1.7104532426978840e+00,-4.7901660193248956e+00,1.5025084583958361e-03
-1.2336140966280398e+00,-1.6798404023330469e+00,-4.8001660193248954e+00,1.5338008297485590e-03
-1.2321370313509452e+00,-1.6780193646464996e+00,-4.8101660193248987e+00,1.5213070931139818e-03
1.1857161306016877e+00,-1.6218999038178588e+00,-4.8201660193249003e+00,1.5931120315232235e-03
1.1814125283467201e+00,-1.6168063137006343e+00,-4.8301660193249010e+00,1.5853147149648677e-03
-1.1729841525031097e+00,-1.6068844436450589e+00,-4.8401660193248999e+00,1.5851908592527768e-03
1.1720338994731430e+00,-1.6057702633904500e+00,-4.8501660193248908e+00,1.5711675356490842e-03
-1.1615232040112142e+00,-1.5935066093615777e+00,-4.8601660193248915e+00,1.5747281438433119e-03
-1.1605261102312967e+00,-1.5923489588976314e+00,-4.8701660193248957e+00,1.5608652278705257e-03
1.1474378308178157e+00,-1.5772453204292867e+00,-4.8801660193249008e+00,1.5688516823441771e-03
-1.1444447631713384e+00,-1.5738154406084899e+00,-4.8901660193249050e+00,1.5585779251144709e-03
1.1427972245807227e+00,-1.5719312808880410e+00,-4.9001660193248906e+00,1.5459799463518080e-03
-1.1344265906598521e+00,-1.5624003774314073e+00,-4.9101660193248922e+00,1.5452549025739188e-03
-1.1292674084518268e+00,-1.5565609725290921e+00,-4.9201660193249026e+00,1.5388390786794199e-03
1.1206157482091981e+00,-1.5468283602005699e+00,-4.9301660193248953e+00,1.5384276670870499e-03
1.1162330166017411e+00,-1.5419266063092509e+00,-4.9401660193248880e+00,1.5306043437790374e-03
-1.1051843446827605e+00,-1.5296547504992708e+00,-4.9501660193249064e+00,1.5340856091193200e-03
-1.1028064028834803e+00,-1.5270295137537400e+00,-4.9601660193248920e+00,1.5228137058362313e-03
-1.0710353063582481e+00,-1.4924968463662927e+00,-4.9701660193249033e+00,1.5606344125308122e-03
1.0681096776752164e+00,-1.4893676744050668e+00,-4.9801660193248907e+00,1.5499483150593276e-03
1.0675779719458105e+00,-1.4887998957253044e+00,-4.9901660193248940e+00,1.5353975902227259e-03
1.0634762998995484e+00,-1.4844294528573565e+00,-5.0001660193249080e+00,1.5267782660207084e-03
1.0625275750549874e+00,-1.4834209565094554e+00,-5.0101660193248980e+00,1.5131117669287555e-03
1.0597257251456056e+00,-1.4804478389010294e+00,-5.0201660193248872e+00,1.5025165776682682e-03
-1.0400180100967951e+00,-1.4597572632961882e+00,-5.0301660193248994e+00,1.5186655116363999e-03
-1.0202938108466375e+00,-1.4394382628593165e+00,-5.0401660193249072e+00,1.5344177556438361e-03
-1.0202565632423422e+00,-1.4394002600528770e+00,-5.0501660193248954e+00,1.5192077769390416e-03
1.0038601281101829e+00,-1.4228061110380359e+00,-5.0601660193248881e+00,1.5292587618303652e-03
1.0002148019423873e+00,-1.4191533576456639e+00,-5.0701660193248976e+00,1.5195829193060924e-03
9.8953853048472107e-01,-1.4085317842902700e+00,-5.0801660193248974e+00,1.5205277451689160e-03
9.8782800076317645e-01,-1.4068406121792265e+00,-5.0901660193249070e+00,1.5079462828182623e-03
9.4979062326208696e-01,-1.3699896466516313e+00,-5.1001660193248899e+00,1.5489845899599528e-03
9.4320324614860418e-01,-1.3637547144059716e+00,-5.1101660193248888e+00,1.5431635232600795e-03
9.3482261685558032e-01,-1.3558851951256972e+00,-5.1201660193249117e+00,1.5398793428101473e-03
-9.3325656582788696e-01,-1.3544224414637700e+00,-5.1301660193248875e+00,1.5267889709016100e-03
-9.0451949265991560e-01,-1.3280162889342151e+00,-5.1401660193248944e+00,1.5520443086215045e-03
-9.0445303088280904e-01,-1.3279561751698892e+00,-5.1501660193248933e+00,1.5366935833814859e-03
8.9478519058143080e-01,-1.3192588012752631e+00,-5.1601660193249019e+00,1.5346931493954313e-03
-8.8704011942125582e-01,-1.3123586193647774e+00,-5.1701660193248982e+00,1.5299432455314836e-03
-8.7535947310065476e-01,-1.3020656362068674e+00,-5.1801660193248997e+00,1.5303915588058918e-03
8.7350503858446882e-01,-1.3004440588495667e+00,-5.1901660193249066e+00,1.5176228570021951e-03
8.5784847685751231e-01,-1.2868905372567163e+00,-5.2001660193248975e+00,1.5230253558575282e-03
8.2156684043424866e-01,-1.2564245692838965e+00,-5.2101660193248884e+00,1.5545166951968620e-03
8.0146380767156500e-01,-1.2401106501370411e+00,-5.2201660193248891e+00,1.5643628390908382e-03
-7.9819956968772965e-01,-1.2374998091581779e+00,-5.2301660193248987e+00,1.5528461151590219e-03
-7.9232183880239537e-01,-1.2328254807549439e+00,-5.2401660193248967e+00,1.5445981491830306e-03
-7.8862827683251902e-01,-1.2299058121432536e+00,-5.2501660193248982e+00,1.5337005074084536e-03
-7.7079853638103468e-01,-1.2160037244769120e+00,-5.2601660193248856e+00,1.5396968327273490e-03
-7.4024751354524054e-01,-1.1929217232882949e+00,-5.2701660193249014e+00,1.5599714758284735e-03
7.3880288091582225e-01,-1.1918533810580989e+00,-5.2801660193248923e+00,1.5461003826176415e-03
-7.3755200773628171e-01,-1.1909300146912496e+00,-5.2901660193249151e+00,1.5321304915852244e-03
-7.3237380910277994e-01,-1.1871242307631971e+00,-5.3001660193248936e+00,1.5226694763066544e-03
7.2934918654353442e-01,-1.1849136505891971e+00,-5.3101660193248952e+00,1.5108548388229500e-03
-7.2765739909419203e-01,-1.1836811778616017e+00,-5.3201660193249030e+00,1.4976662778360857e-03
-7.2718264113238984e-01,-1.1833358294154785e+00,-5.3301660193248930e+00,1.4832764081443837e-03
-7.2395320688553155e-01,-1.1809926555132622e+00,-5.3401660193248937e+00,1.4719625878839391e-03
7.2278599097145291e-01,-1.1801483270056321e+00,-5.3501660193248943e+00,1.4585472887290304e-03
-7.1897717010575013e-01,-1.1774026181999759e+00,-5.3601660193249012e+00,1.4480048471790410e-03
7.1055418195562270e-01,-1.1713821553806516e+00,-5.3701660193248957e+00,1.4422539086783584e-03
-6.9193617248973105e-01,-1.1583263660332088e+00,-5.3801660193248910e+00,1.4466678734473290e-03
-6.8964107277448994e-01,-1.1567409372621142e+00,-5.3901660193249050e+00,1.4345458558965556e-03
-6.8819586440946667e-01,-1.1557453065284859e+00,-5.4001660193248888e+00,1.4216866566535461e-03
6.7439228211523827e-01,-1.1463410077216389e+00,-5.4101660193248966e+00,1.4208400084155962e-03
-6.7391412372520332e-01,-1.1460186557114938e+00,-5.4201660193249124e+00,1.4071559405605251e-03
-6.7289034575220119e-01,-1.1453292413365979e+00,-5.4301660193248917e+00,1.3941152969071534e-03
6.6452360613304517e-01,-1.1397343441873726e+00,-5.4401660193249004e+00,1.3879875821542777e-03
6.6344031834681483e-01,-1.1390150606374010e+00,-5.4501660193248966e+00,1.3751656533420485e-03
-6.5249284854014467e-01,-1.1318119913313556e+00,-5.4601660193248893e+00,1.3713247841433004e-03
6.4434999600883580e-01,-1.1265319913116327e+00,-5.4701660193248998e+00,1.3648673826450249e-03
6.1612871024884097e-01,-1.1087458264297896e+00,-5.4801660193248960e+00,1.3755359448223920e-03
-6.0544447316524719e-01,-1.1022200376765112e+00,-5.4901660193248976e+00,1.3707653342256070e-03
-6.0109164283145311e-01,-1.0995941141742471e+00,-5.5001660193248920e+00,1.3606943834070986e-03
-5.9668590060083537e-01,-1.0969555646212545e+00,-5.5101660193248962e+00,1.3507144774898999e-03
5.7546072326344266e-01,-1.0845160546427817e+00,-5.5201660193248889e+00,1.3540135813981291e-03
-5.7532780434887931e-01,-1.0844395738617907e+00,-5.5301660193248949e+00,1.3406434506946453e-03
-5.7436429641700704e-01,-1.0838857051326412e+00,-5.5401660193249169e+00,1.3280391811865944e-03
