cmpt_0,cmpt_1,logl,logv,weight,stepsize,acceptrate,acceptrate_deriv
-4.7428032017412235e+01,-4.9598445465359227e+01,-3.0683314501376270e+01,-6.2156079317555371e+00,9.4406435241677390e-17,5.0000000000000000e-01,5.0000000000000000e-01,5.0000000000000000e-01
4.8159523889087538e+01,4.8074853059351177e+01,-3.0288850622760805e+01,-6.2176079317555306e+00,1.3978046984714816e-16,5.0000000000000000e-01,5.0000000000000000e-01,5.0000000000000000e-01
-4.6899660563303968e+01,-4.8665069027890532e+01,-2.9975529955464204e+01,-6.2196079317555304e+00,1.9083206237092516e-16,9.4056442227116232e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.6369027663940663e+01,-4.7531645972114021e+01,-2.9182914909840189e+01,-6.2216079317555382e+00,4.2073737736376006e-16,9.1734180394225509e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.8658450979060319e+01,4.5026503100202198e+01,-2.9111348598822474e+01,-6.2236079317555433e+00,4.5104862214004736e-16,8.9469255410282134e-23,0.0000000000000000e+00,0.0000000000000000e+00
4.8587146986339022e+01,4.5095351064530099e+01,-2.9107702132778449e+01,-6.2256079317554924e+00,4.5179187007897360e-16,8.7260251623441580e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.3869087274681306e+01,4.9697084241706435e+01,-2.9107679435456156e+01,-6.2276079317555357e+00,4.5089942341383895e-16,8.5105788334427891e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.3869087274681306e+01,4.9697084241706435e+01,-2.9107679435456156e+01,-6.2296079317555479e+00,4.4999852576495505e-16,8.3004518933551714e-23,0.0000000000000000e+00,0.0000000000000000e+00
4.4558038894862328e+01,-4.7362928692085333e+01,-2.8279523655489921e+01,-6.2316079317555442e+00,1.0280304710215374e-15,8.0955130059035357e-23,0.0000000000000000e+00,0.0000000000000000e+00
4.8729027952568828e+01,4.2795279990828320e+01,-2.8165965206729929e+01,-6.2336079317554800e+00,1.1493576905989620e-15,7.8956340776118998e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.8377181609394512e+01,-4.2363197989619181e+01,-2.7811155655131870e+01,-6.2356079317555579e+00,1.6356050679388308e-15,7.7006901776434687e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.4691679637375678e+01,4.6180894957276777e+01,-2.7786300872576060e+01,-6.2376079317555178e+00,1.6734169109634067e-15,7.5105594597148008e-23,0.0000000000000000e+00,0.0000000000000000e+00
4.5471437340833432e+01,4.5285940658801159e+01,-2.7728534609220809e+01,-6.2396079317555637e+00,1.7693882297553076e-15,7.3251230859379108e-23,0.0000000000000000e+00,0.0000000000000000e+00
4.2085301632982322e+01,-4.8396240598036250e+01,-2.7703038021062387e+01,-6.2416079317554871e+00,1.8114550948117665e-15,7.1442651525427204e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.2856324901300759e+01,-4.7311155080137780e+01,-2.7511244328565297e+01,-6.2436079317555402e+00,2.1900494743263773e-15,6.9678726174334350e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.7184610334989017e+01,4.2851987774519998e+01,-2.7449595976713621e+01,-6.2456079317555488e+00,2.3246569655185470e-15,6.7958352295335443e-23,0.0000000000000000e+00,0.0000000000000000e+00
4.3706021883963565e+01,4.6356709256427195e+01,-2.7431998643283926e+01,-6.2476079317555122e+00,2.3611996587755793e-15,6.6280454598753201e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.7429823018054677e+01,-4.2169758637455338e+01,-2.7275577708577941e+01,-6.2496079317555679e+00,2.7554775158620889e-15,6.4643984343907061e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.0001803422188544e+01,-4.8730072197004716e+01,-2.7010015500015342e+01,-6.2516079317555011e+00,3.5864145223698823e-15,6.3047918683616096e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.6995844171648095e+01,-4.1396361963843212e+01,-2.6747535199488581e+01,-6.2536079317555178e+00,4.6535634696261667e-15,6.1491260024886301e-23,0.0000000000000000e+00,0.0000000000000000e+00
4.7628394511101078e+01,4.0641474062270809e+01,-2.6737161321548371e+01,-6.2556079317555247e+00,4.6926954566824280e-15,5.9973035405382426e-23,0.0000000000000000e+00,0.0000000000000000e+00
3.8648622407113677e+01,4.9065305520624214e+01,-2.6641795532251034e+01,-6.2576079317555537e+00,5.1519378780842594e-15,5.8492295885294858e-23,0.0000000000000000e+00,0.0000000000000000e+00
4.8253038270847817e+01,3.8935360001953235e+01,-2.6357784237499821e+01,-6.2596079317555580e+00,6.8304067527672549e-15,5.7048115954221406e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.6951166130806264e+01,3.9448237910504979e+01,-2.5939071809683661e+01,-6.2616079317554982e+00,1.0361496264432493e-14,5.5639592952693090e-23,0.0000000000000000e+00,0.0000000000000000e+00
-3.5401101227385944e+01,-4.9988569759417501e+01,-2.5896669806770685e+01,-6.2636079317555389e+00,1.0788693163210070e-14,5.4265846507982640e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.1930602748299364e+01,4.4562220501280322e+01,-2.5856029147453896e+01,-6.2656079317554987e+00,1.1213734433194480e-14,5.2926017983842878e-23,0.0000000000000000e+00,0.0000000000000000e+00
4.7945650853830877e+01,-3.7856469955115287e+01,-2.5795683199551803e+01,-6.2676079317555704e+00,1.1887474272289651e-14,5.1619269943831091e-23,0.0000000000000000e+00,0.0000000000000000e+00
3.7315477333917833e+01,-4.7882891090204552e+01,-2.5562274972324431e+01,-6.2696079317555302e+00,1.4982659376899585e-14,5.0344785627884010e-23,0.0000000000000000e+00,0.0000000000000000e+00
3.7315477333917833e+01,-4.7882891090204552e+01,-2.5562274972324431e+01,-6.2716079317555282e+00,1.4952724003497658e-14,4.9101768441816197e-23,0.0000000000000000e+00,0.0000000000000000e+00
3.7315477333917833e+01,-4.7882891090204552e+01,-2.5562274972324431e+01,-6.2736079317555271e+00,1.4922848441011688e-14,4.7889441459422700e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.4956262656568164e+01,-4.0732304458057101e+01,-2.5537125325802819e+01,-6.2756079317555047e+00,1.5272336765499361e-14,4.6707046936874942e-23,0.0000000000000000e+00,0.0000000000000000e+00
-4.9499243527013455e+01,-3.4853788327208790e+01,-2.5461002785774099e+01,-6.2776079317555400e+00,1.6447371502813294e-14,4.5553845839106124e-23,0.0000000000000000e+00,0.0000000000000000e+00
-3.7228488292676772e+01,4.7684799838740751e+01,-2.5435196814345510e+01,-6.2796079317555433e+00,1.6843614925463335e-14,4.4429117377890252e-23,0.0000000000000000e+00,0.0000000000000000e+00
-3.5596191492132853e+01,4.8551954036047405e+01,-2.5258099880567059e+01,-6.2816079317555253e+00,2.0066837614152983e-14,4.3332158561326056e-23,0.0000000000000000e+00,0.0000000000000000e+00
