cmpt_0,logl,logv,weight
3.1763592753292262e+00,-5.9635676556183430e+00,-4.6101660193249021e+00,2.5579132516852719e-05
2.9193504717208354e+00,-5.1802421210016707e+00,-4.6201660193248868e+00,5.5428972016171232e-05
2.6545176967624817e+00,-4.4421706338459348e+00,-4.6301660193248999e+00,1.1479798193797324e-04
-2.4093838144723656e+00,-3.8215037153540430e+00,-4.6401660193248961e+00,2.1141876255069495e-04
-2.2954846648959402e+00,-3.5535634560195528e+00,-4.6501660193249013e+00,2.7363116395872668e-04
-2.1797773424911084e+00,-3.2946531640521388e+00,-4.6601660193248975e+00,3.5096670962240389e-04
2.1770956918276156e+00,-3.2888113583205216e+00,-4.6701660193249008e+00,3.4951035186972626e-04
1.9835022128591009e+00,-2.8860790468418145e+00,-4.6801660193248891e+00,5.1763247970000874e-04
-1.9644184269229248e+00,-2.8484084106505088e+00,-4.6901660193248995e+00,5.3215570654208632e-04
1.8667185616711017e+00,-2.6612576268770529e+00,-4.7001660193248913e+00,6.3529338242556321e-04
1.8299397025087165e+00,-2.5932781900421844e+00,-4.7101660193249000e+00,6.7321608043610886e-04
1.7835209786673782e+00,-2.5094120733066605e+00,-4.7201660193248962e+00,7.2482660833414242e-04
-1.7759418984707116e+00,-2.4959233460052168e+00,-4.7301660193248987e+00,7.2735974685692885e-04
1.7299837902581441e+00,-2.4153604899113068e+00,-4.7401660193249038e+00,7.8053848644584812e-04
-1.6233531675137536e+00,-2.2365762858718079e+00,-4.7501660193248929e+00,9.2405191281856776e-04
1.5187420915807159e+00,-2.0722273030028235e+00,-4.7601660193248980e+00,1.0782743688424663e-03
1.4999845783105739e+00,-2.0439154002181148e+00,-4.7701660193248987e+00,1.0982015194447507e-03
1.4712445345916481e+00,-2.0012187729162370e+00,-4.7801660193248923e+00,1.1347024826425770e-03
1.4509879302294815e+00,-1.9716215194691569e+00,-4.7901660193248956e+00,1.1571588577215578e-03
-1.4509459076820677e+00,-1.9715605461430090e+00,-4.8001660193248954e+00,1.1457147906205117e-03
1.4291444824772168e+00,-1.9401655085308753e+00,-4.8101660193248987e+00,1.1704915059201240e-03
-1.4035452459992031e+00,-1.9039081614168212e+00,-4.8201660193249003e+00,1.2016325592502728e-03
-1.3261839109770868e+00,-1.7983204155005803e+00,-4.8301660193249010e+00,1.3221627518226985e-03
-1.3080010096046222e+00,-1.7743718531966950e+00,-4.8401660193248999e+00,1.3407342430350000e-03
-1.3005270086937013e+00,-1.7646237828042328e+00,-4.8501660193248908e+00,1.3403965149269923e-03
-1.2988666477729509e+00,-1.7624658169818108e+00,-4.8601660193248915e+00,1.3299261876358530e-03
1.2978396558979197e+00,-1.7611324188439548e+00,-4.8701660193248957e+00,1.3184500482579869e-03
1.2489563376372961e+00,-1.6988844992955232e+00,-4.8801660193249008e+00,1.3891676576804764e-03
1.2368766221738714e+00,-1.6838704218734624e+00,-4.8901660193249050e+00,1.3961505436039222e-03
-1.2364383140543864e+00,-1.6833283848641662e+00,-4.9001660193248906e+00,1.3830080520022040e-03
-1.2255294415736426e+00,-1.6698997387152417e+00,-4.9101660193248922e+00,1.3877580355868466e-03
-1.2236100466966318e+00,-1.6675493058218063e+00,-4.9201660193249026e+00,1.3771827869711922e-03
1.2170852898223206e+00,-1.6595868339842805e+00,-4.9301660193248953e+00,1.3743795950189397e-03
-1.2143405267143899e+00,-1.6562499900438303e+00,-4.9401660193248880e+00,1.3652523312527752e-03
1.1556602711243784e+00,-1.5867138637609752e+00,-4.9501660193249064e+00,1.4490025104782968e-03
1.1439319727850850e+00,-1.5732287118133277e+00,-4.9601660193248920e+00,1.4540613146299566e-03
-1.1241647816153819e+00,-1.5508117607455190e+00,-4.9701660193249033e+00,1.4722288822992932e-03
1.1146615866580691e+00,-1.5401737590188815e+00,-4.9801660193248907e+00,1.4731684665645452e-03
-1.0977410361449214e+00,-1.5214562238516023e+00,-4.9901660193248940e+00,1.4860670045225574e-03
1.0869421728693613e+00,-1.5096601762143238e+00,-5.0001660193249080e+00,1.4887384499583536e-03
