cmpt_0,logl,logv,weight
-2.4143721011220678e+00,-3.8335348539716336e+00,-4.6101660193249021e+00,2.1525205378751614e-04
2.3900620647091926e+00,-3.7751368692143239e+00,-4.6201660193248868e+00,2.2592603556057235e-04
-2.1639186380663782e+00,-3.2602104687188640e+00,-4.6301660193248999e+00,3.7432861820427927e-04
-1.9814779528119137e+00,-2.8820659713731858e+00,-4.6401660193248961e+00,5.4092388039064462e-04
1.9397327535354356e+00,-2.8002201102024209e+00,-4.6501660193249013e+00,5.8121714375860818e-04
1.8694637476883607e+00,-2.6663858845938448e+00,-4.6601660193248975e+00,6.5783796950293484e-04
1.8560458816675800e+00,-2.6413916900609316e+00,-4.6701660193249008e+00,6.6777604047962673e-04
1.8191997354608442e+00,-2.5736823713837422e+00,-4.6801660193248891e+00,7.0744661246420937e-04
1.8108358966103626e+00,-2.5585018548596672e+00,-4.6901660193248995e+00,7.1112106088252363e-04
-1.6315995144741442e+00,-2.2499970204494710e+00,-4.7001660193248913e+00,9.5847887077537804e-04
1.4715583628761315e+00,-2.0016805403086799e+00,-4.7101660193249000e+00,1.2164158650338922e-03
1.4441172138680018e+00,-1.9616757963282796e+00,-4.7201660193248962e+00,1.2534671897068441e-03
1.4406822337078724e+00,-1.9567211818940917e+00,-4.7301660193248987e+00,1.2471588917204301e-03
1.4375155780413407e+00,-1.9521640511891043e+00,-4.7401660193249038e+00,1.2403892088447555e-03
-1.4250853320760011e+00,-1.9343726344824226e+00,-4.7501660193248929e+00,1.2500913456632140e-03
1.4195816937631227e+00,-1.9265446252670275e+00,-4.7601660193248980e+00,1.2473791053272802e-03
-1.3518597467823434e+00,-1.8327009201185502e+00,-4.7701660193248987e+00,1.3564735300894864e-03
-1.3404442267716916e+00,-1.8173338951761187e+00,-4.7801660193248923e+00,1.3637733289379567e-03
1.3222435892363229e+00,-1.7931025872716164e+00,-4.7901660193248956e+00,1.3833203671494941e-03
1.2723052698705077e+00,-1.7283188825034723e+00,-4.8001660193248954e+00,1.4612180623186715e-03
-1.2494160335611455e+00,-1.6994587450931722e+00,-4.8101660193248987e+00,1.4890383584178783e-03
-1.2362603622273032e+00,-1.6831083742405308e+00,-4.8201660193249003e+00,1.4985243922452480e-03
-1.2245246235989808e+00,-1.6686688095334523e+00,-4.8301660193249010e+00,1.5051919778873461e-03
1.1776197724846766e+00,-1.6123326969067704e+00,-4.8401660193248999e+00,1.5765778222921612e-03
1.1707419789018243e+00,-1.6042569232148192e+00,-4.8501660193248908e+00,1.5735470466541007e-03
-1.1450533267346463e+00,-1.5745120931663799e+00,-4.8601660193248915e+00,1.6049252246456717e-03
-1.1428499976629403e+00,-1.5719915912124307e+00,-4.8701660193248957e+00,1.5929659699279051e-03
-1.1409079677910898e+00,-1.5697740281179366e+00,-4.8801660193249008e+00,1.5806169279223854e-03
-1.0917715132918346e+00,-1.5149210512511107e+00,-4.8901660193249050e+00,1.6531262767776904e-03
1.0665357385013301e+00,-1.4876877733836282e+00,-4.9001660193248906e+00,1.6818619550489696e-03
1.0513340666621367e+00,-1.4715901924955124e+00,-4.9101660193248922e+00,1.6921485742370285e-03
1.0497240287448013e+00,-1.4698988008954477e+00,-4.9201660193249026e+00,1.6781474199781250e-03
-1.0461992011150816e+00,-1.4662049168402569e+00,-4.9301660193248953e+00,1.6675981252725943e-03
1.0295220265565896e+00,-1.4488963342159331e+00,-4.9401660193248880e+00,1.6798305503500951e-03
1.0286321122401354e+00,-1.4479805437991407e+00,-4.9501660193249064e+00,1.6646397203737872e-03
-1.0159258005142906e+00,-1.4349911487086406e+00,-4.9601660193248920e+00,1.6696234316108966e-03
1.0117151402198152e+00,-1.4307222951083398e+00,-4.9701660193249033e+00,1.6600819432419658e-03
9.9151571146272599e-01,-1.4104902356720572e+00,-4.9801660193248907e+00,1.6771551986797058e-03
-9.8670913103339375e-01,-1.4057359872656769e+00,-4.9901660193248940e+00,1.6683802947289120e-03
9.7559746522698021e-01,-1.3948337397119939e+00,-5.0001660193249080e+00,1.6698862660457277e-03
-9.6681597013579257e-01,-1.3863050926881464e+00,-5.0101660193248980e+00,1.6674310805835128e-03
9.4857797196726668e-01,-1.3688386170841058e+00,-5.0201660193248872e+00,1.6799275081494541e-03
-9.3828954957134514e-01,-1.3591321720507383e+00,-5.0301660193248994e+00,1.6794344294622241e-03
9.2449226200775225e-01,-1.3462815038894447e+00,-5.0401660193249072e+00,1.6842287700095436e-03
-9.0965547731260521e-01,-1.3326750763357513e+00,-5.0501660193248954e+00,1.6903137850400826e-03
-9.0925879169720014e-01,-1.3323143077726658e+00,-5.0601660193248881e+00,1.6740987351258215e-03
9.0484704297586238e-01,-1.3283126182244205e+00,-5.0701660193248976e+00,1.6640870278679634e-03
8.9781226304083539e-01,-1.3219719624665927e+00,-5.0801660193248974e+00,1.6580086887345333e-03
8.8216660263540903e-01,-1.3080474900359893e+00,-5.0901660193249070e+00,1.6645282827390051e-03
-8.8051705631910526e-01,-1.3065936758677705e+00,-5.1001660193248899e+00,1.6503635282374457e-03
8.6582924570918796e-01,-1.2937686739960101e+00,-5.1101660193248888e+00,1.6550323999744540e-03
-8.6417246899668831e-01,-1.2923355607192555e+00,-5.1201660193249117e+00,1.6409144845163171e-03
-8.2578516979070649e-01,-1.2598991059564724e+00,-5.1301660193248875e+00,1.6781469080408558e-03
7.9690401696668034e-01,-1.2364665387621550e+00,-5.1401660193248944e+00,1.7008408065755714e-03
-7.9514799308329809e-01,-1.2350686980855379e+00,-5.1501660193248933e+00,1.6862726516021426e-03
-7.7633455076417301e-01,-1.2202861999884447e+00,-5.1601660193249019e+00,1.6943565625859222e-03
7.7143904720024403e-01,-1.2164976344059497e+00,-5.1701660193248982e+00,1.6838647961099353e-03
7.6650316215034864e-01,-1.2127020814265812e+00,-5.1801660193248997e+00,1.6734496895917785e-03
-7.6544996273023558e-01,-1.2118953553551990e+00,-5.1901660193249066e+00,1.6581357088560889e-03
-7.5839058814382865e-01,-1.2065166747259106e+00,-5.2001660193248975e+00,1.6504906130063643e-03
7.4848780280271554e-01,-1.1990555281055579e+00,-5.2101660193248884e+00,1.6463055741834365e-03
7.4479167037786698e-01,-1.1962958487654660e+00,-5.2201660193248891e+00,1.6344288414824291e-03
7.3128652852334008e-01,-1.1863285260331984e+00,-5.2301660193248987e+00,1.6343754336861868e-03
7.2658472810887076e-01,-1.1829012161938603e+00,-5.2401660193248967e+00,1.6236684158552111e-03
7.2227369698554433e-01,-1.1797781793119224e+00,-5.2501660193248982e+00,1.6125408139517723e-03
7.1681550958361950e-01,-1.1758507700231515e+00,-5.2601660193248856e+00,1.6027781858068354e-03
-7.0397472671032568e-01,-1.1667287405567783e+00,-5.2701660193249014e+00,1.6013716113435503e-03
6.9757485910679851e-01,-1.1622438746622743e+00,-5.2801660193248923e+00,1.5925641416669749e-03
6.9325712323236521e-01,-1.1592412520895468e+00,-5.2901660193249151e+00,1.5814592671007631e-03
6.7143872723002285e-01,-1.1443535148454760e+00,-5.3001660193248936e+00,1.5892079457869831e-03
6.6826539776203298e-01,-1.1422278535563635e+00,-5.3101660193248952e+00,1.5767431246585099e-03
6.6097894426632986e-01,-1.1373851150150553e+00,-5.3201660193249030e+00,1.5686323807020568e-03
6.6061549312301593e-01,-1.1371449475104223e+00,-5.3301660193248930e+00,1.5533972584741952e-03
-6.5207830287823842e-01,-1.1315415891756213e+00,-5.3401660193248937e+00,1.5465825193256846e-03
-6.4980650691839437e-01,-1.1300627808500820e+00,-5.3501660193248943e+00,1.5334597833167184e-03
6.4749778481154185e-01,-1.1285652233012664e+00,-5.3601660193249012e+00,1.5204769010750121e-03
6.4204849062472391e-01,-1.1250516647900826e+00,-5.3701660193248957e+00,1.5106463337883746e-03
-6.3461433890894625e-01,-1.1203062122077589e+00,-5.3801660193248910e+00,1.5027293891922817e-03
-6.3042938637305490e-01,-1.1176591382346928e+00,-5.3901660193249050e+00,1.4917204546957951e-03
-6.2799989585130755e-01,-1.1161304672279659e+00,-5.4001660193248888e+00,1.4791369746106392e-03
6.2063681852578523e-01,-1.1115335628882437e+00,-5.4101660193248966e+00,1.4711666077596192e-03
6.1289982847563884e-01,-1.1067616325060732e+00,-5.4201660193249124e+00,1.4634953168094662e-03
6.0793845086117948e-01,-1.1037331126510848e+00,-5.4301660193248917e+00,1.4533280698249000e-03
-6.0320320315221487e-01,-1.1008655847798856e+00,-5.4401660193249004e+00,1.4429991271088097e-03
-6.0164776748264992e-01,-1.0999285506917680e+00,-5.4501660193248966e+00,1.4299803586468192e-03
-5.9763800053513261e-01,-1.0975241224751551e+00,-5.4601660193248893e+00,1.4191599856650840e-03
-5.9562870355812070e-01,-1.0963253088845033e+00,-5.4701660193248998e+00,1.4067244978814650e-03
5.9525359810598366e-01,-1.0961019556623994e+00,-5.4801660193248960e+00,1.3930384601425858e-03
-5.8947030917836862e-01,-1.0926761553347601e+00,-5.4901660193248976e+00,1.3839103849252181e-03
5.6868274385282802e-01,-1.0806385642113301e+00,-5.5001660193248920e+00,1.3867331032374518e-03
-5.6479270441910090e-01,-1.0784339321158605e+00,-5.5101660193248962e+00,1.3759650335738790e-03
5.6299792071618926e-01,-1.0774218619987157e+00,-5.5201660193248889e+00,1.3636533674078661e-03
-5.5855321217113607e-01,-1.0749293780466864e+00,-5.5301660193248949e+00,1.3534540515370832e-03
5.5687163625998370e-01,-1.0739915422687754e+00,-5.5401660193249169e+00,1.3412442358908209e-03
5.4910333803955014e-01,-1.0696957705564276e+00,-5.5501660193248945e+00,1.3336152519988114e-03
5.4342321170157248e-01,-1.0665929261413656e+00,-5.5601660193249005e+00,1.3244487478560414e-03
5.4322783763326510e-01,-1.0664867744231961e+00,-5.5701660193248888e+00,1.3114094636036259e-03
-5.4223627345841807e-01,-1.0659486207603757e+00,-5.5801660193249027e+00,1.2990596270381733e-03
-5.3712389095986535e-01,-1.0631895697532721e+00,-5.5901660193248945e+00,1.2896871762100731e-03
5.3180368858328786e-01,-1.0603461142287347e+00,-5.6001660193248943e+00,1.2804904203221825e-03
-5.3126705807676455e-01,-1.0600608761321095e+00,-5.6101660193248959e+00,1.2681109897400599e-03
5.2988207307827473e-01,-1.0593260383182046e+00,-5.6201660193248966e+00,1.2564159974116998e-03
-5.1792408069328966e-01,-1.0530612093143341e+00,-5.6301660193248981e+00,1.2517318223624226e-03
