cmpt_0,cmpt_1,logl,logl2,logv,weight,stepsize,acceptrate,acceptrate_deriv
-4.6159903698284502e+01,3.5335152977799446e+01,-2.4032743160248742e+01,-7.1457691530566994e+00,-6.2756079317555047e+00,6.8746464028168004e-14,1.1517211321371359e+01,8.1279147235176552e-01,1.6267583614140158e-03
-4.0529688598096399e+01,-4.1448118830743311e+01,-2.3939205495582222e+01,-7.1457691530566994e+00,-6.2776079317555400e+00,7.5336366086023270e-14,1.1697505398613993e+01,8.1431334622823981e-01,1.5218738764742890e-03
-3.4171321018771131e+01,4.6467003164368414e+01,-2.3770502249478472e+01,-7.1457691530566994e+00,-6.2796079317555433e+00,8.9002656150698056e-14,1.1432717285812485e+01,8.1199250468457218e-01,-2.3208415436676288e-03
4.9422033469472296e+01,2.9568375007096027e+01,-2.3720325397341306e+01,-7.1457691530566994e+00,-6.2816079317555253e+00,9.3395490810935533e-14,1.1745223236852627e+01,8.1465778316172022e-01,2.6652784771480365e-03
4.9014289007599452e+01,2.9404790527428759e+01,-2.3471405597664045e+01,-7.1457691530566994e+00,-6.2836079317555580e+00,1.1955336796063595e-13,1.1493869722346595e+01,8.1246325690770138e-01,-2.1945262540188359e-03
2.7822814548065512e+01,-4.9408168940406924e+01,-2.3212575270350989e+01,-7.1457691530566994e+00,-6.2856079317555098e+00,1.5456167270991827e-13,1.1856029969530249e+01,8.1553398058252424e-01,3.0707236748228617e-03
4.0883541422931010e+01,3.8813201573505459e+01,-2.3025837311582215e+01,-7.1457691530566994e+00,-6.2876079317555487e+00,1.8592272893693850e-13,1.1485369061743187e+01,8.1232648528595219e-01,-3.2074952965720493e-03
2.6888882727949650e+01,4.9535061985138249e+01,-2.3019866334396387e+01,-7.1457691530566994e+00,-6.2896079317555103e+00,1.8666249167026141e-13,1.1700930660432418e+01,8.1415451107509451e-01,1.8280257891423179e-03
-4.2832159533721686e+01,-3.6447159583640932e+01,-2.2951141093439677e+01,-7.1457691530566994e+00,-6.2916079317555278e+00,1.9954252464196897e-13,1.1846612935561838e+01,8.1536033666491325e-01,1.2058255898187431e-03
2.8290893598728296e+01,4.8203187033912720e+01,-2.2755803937456488e+01,-7.1457691530566994e+00,-6.2936079317555187e+00,2.4210330753339752e-13,1.2110234020937023e+01,8.1752947206560733e-01,2.1691354006940777e-03
-3.7222991574955131e+01,4.1670007911429984e+01,-2.2745897738890893e+01,-7.1457691530566994e+00,-6.2956079317555718e+00,2.4402501103070895e-13,1.1941166422368406e+01,8.1609195402298851e-01,-1.4375180426188239e-03
3.7746493558737946e+01,4.0773572858441611e+01,-2.2572604531364259e+01,-7.1457691530566994e+00,-6.2976079317554969e+00,2.8961832394218839e-13,1.1442966664974579e+01,8.1179912237932716e-01,-4.2928316436613434e-03
-2.8027986200346582e+01,-4.7892787041108157e+01,-2.2532629738310579e+01,-7.1457691530566994e+00,-6.2996079317555731e+00,3.0082801564143623e-13,1.1523622342114765e+01,8.1247025226082814e-01,6.7112988150097586e-04
-3.4809899867225916e+01,-4.3059800539633727e+01,-2.2465572189648483e+01,-7.1457691530566994e+00,-6.3016079317554912e+00,3.2104980713461698e-13,1.1282069028422628e+01,8.1032078103207805e-01,-2.1494712287500883e-03
-4.2732542808588853e+01,-3.5163321026536316e+01,-2.2448841235767450e+01,-7.1457691530566994e+00,-6.3036079317555345e+00,3.2581418278009177e-13,1.1310415393597506e+01,8.1054066333484776e-01,2.1988230276970278e-04
-4.8005654815464553e+01,2.7517207754884232e+01,-2.2444892517686782e+01,-7.1457691530566994e+00,-6.3056079317555103e+00,3.2644972181109937e-13,1.1489857066645767e+01,8.1208351843625060e-01,1.5428551014028402e-03
-4.4576884942424641e+01,-3.2749810408841768e+01,-2.2434438198178029e+01,-7.1457691530566994e+00,-6.3076079317555758e+00,3.2922133159163044e-13,1.1817427641916533e+01,8.1486310299869624e-01,2.7795845624456472e-03
3.2546474603265182e+01,4.4615890786220668e+01,-2.2385448031996582e+01,-7.1457691530566994e+00,-6.3096079317555294e+00,3.4506073021842042e-13,1.2140007846344345e+01,8.1752445767758397e-01,2.6613546788877285e-03
-3.6500370807902875e+01,-4.1333740401624311e+01,-2.2339970256768193e+01,-7.1457691530566994e+00,-6.3116079317555132e+00,3.6039411855525808e-13,1.1999242080439789e+01,8.1632653061224492e-01,-1.1979270653390550e-03
2.9863019231052533e+01,4.6317445954309164e+01,-2.2321723019874621e+01,-7.1457691530566994e+00,-6.3136079317554943e+00,3.6629735294107601e-13,1.2259622610344630e+01,8.1844145246838029e-01,2.1149218561353766e-03
-4.6443204486032656e+01,2.9581965906836839e+01,-2.2296514182475306e+01,-7.1457691530566994e+00,-6.3156079317555358e+00,3.7489810936081456e-13,1.2169631222556966e+01,8.1767293082766890e-01,-7.6852164071139484e-04
4.5463235704954194e+01,3.0934779179217287e+01,-2.2255526251407588e+01,-7.1457691530566994e+00,-6.3176079317555836e+00,3.8980328395177983e-13,1.2083931385607967e+01,8.1693453547628381e-01,-7.3839535138509049e-04
-4.1711485104290681e+01,-3.5662389871327072e+01,-2.2194464637951775e+01,-7.1457691530566994e+00,-6.3196079317554910e+00,4.1351914993427494e-13,1.2188257445878117e+01,8.1776239907727799e-01,8.2786360099418310e-04
4.8799098621622669e+01,2.5075711772737609e+01,-2.2186911169213136e+01,-7.1457691530566994e+00,-6.3216079317555458e+00,4.1582200410202847e-13,1.2105594978733762e+01,8.1705016974726519e-01,-7.1222933001280353e-04
-4.9330913382166401e+01,-2.3676501179123598e+01,-2.2106773049271027e+01,-7.1457691530566994e+00,-6.3236079317555109e+00,4.4961668735065403e-13,1.2116048644565440e+01,8.1710477600888565e-01,5.4606261620460117e-05
-3.1664739869467436e+01,4.4555325654432231e+01,-2.2075358409119538e+01,-7.1457691530566994e+00,-6.3256079317555196e+00,4.6303843057141455e-13,1.2038423200069190e+01,8.1643038894947295e-01,-6.7438705941269550e-04
4.5958505631637451e+01,-2.9539231038177199e+01,-2.2059946484352114e+01,-7.1457691530566994e+00,-6.3276079317555460e+00,4.6929049958820784e-13,1.2049909685584117e+01,8.1649410924669763e-01,6.3720297224678646e-05
-4.7743634107591589e+01,-2.6449770935406608e+01,-2.2031419334927119e+01,-7.1457691530566994e+00,-6.3296079317555645e+00,4.8190602599560470e-13,1.1893083414585577e+01,8.1515257804279195e-01,-1.3415312039056770e-03
-3.2429170439138964e+01,-4.3634996900805405e+01,-2.1914514682771912e+01,-7.1457691530566994e+00,-6.3316079317555118e+00,5.4058602380068631e-13,1.2030559187679497e+01,8.1627025163736644e-01,1.1176735945744865e-03
-3.2394295851064093e+01,4.3455636920216421e+01,-2.1825108352391528e+01,-7.1457691530566994e+00,-6.3336079317555063e+00,5.8996316972929102e-13,1.1640705901574361e+01,8.1294476448661468e-01,-3.3254871507517603e-03
-4.3299731346513639e+01,-3.2368452831948247e+01,-2.1749111800323373e+01,-7.1457691530566994e+00,-6.3356079317555674e+00,6.3527416577077933e-13,1.1658046496597517e+01,8.1306231256247918e-01,1.1754807586450422e-04
4.4664424995252183e+01,-3.0436443735794811e+01,-2.1742634270445357e+01,-7.1457691530566994e+00,-6.3376079317555218e+00,6.3812500241905332e-13,1.1560717537908349e+01,8.1219272369714846e-01,-8.6958886533072821e-04
2.9309057836203046e+01,-4.5324820864236990e+01,-2.1702995721357141e+01,-7.1457691530566994e+00,-6.3396079317555314e+00,6.6260082953080728e-13,1.1467406760249457e+01,8.1135117703966464e-01,-8.4154665748381596e-04
2.2513299342474959e+01,4.8957219111595244e+01,-2.1654484185374951e+01,-7.1457691530566994e+00,-6.3416079317555001e+00,6.9414736383114941e-13,1.1523248593687686e+01,8.1180577594414471e-01,4.5459890448007467e-04
4.3719861991363572e+01,3.1253861530314996e+01,-2.1577345398751707e+01,-7.1457691530566994e+00,-6.3436079317555416e+00,7.4831429065885960e-13,1.1833721166969321e+01,8.1443298969072164e-01,2.6272137465769285e-03
-2.4736408119655479e+01,-4.7343771562976045e+01,-2.1402807395598884e+01,-7.1457691530566994e+00,-6.3456079317555103e+00,8.8923457762886870e-13,1.2031224612295381e+01,8.1605659796985541e-01,1.6236082791337703e-03
-3.7847536945095619e+01,-3.7445456361543002e+01,-2.1309185707924797e+01,-7.1457691530566994e+00,-6.3476079317555349e+00,9.7455675291005268e-13,1.2152170620730587e+01,8.1702514389578917e-01,9.6854592593376143e-04
3.8969250819354649e+01,-3.6012946713007139e+01,-2.1213868635130126e+01,-7.1457691530566994e+00,-6.3496079317555427e+00,1.0698779205736282e-12,1.2344259810689836e+01,8.1856162339600125e-01,1.5364795002120735e-03
-4.5139742458332890e+01,-2.7661058599993240e+01,-2.1149846993636206e+01,-7.1457691530566994e+00,-6.3516079317555469e+00,1.1383344559379003e-12,1.2278380065229788e+01,8.1799470743898850e-01,-5.6691595701274800e-04
-4.7175954138214529e+01,-2.3727151157306086e+01,-2.1078936187714660e+01,-7.1457691530566994e+00,-6.3536079317555512e+00,1.2195439732609807e-12,1.2285854490649076e+01,8.1802376122862941e-01,2.9053789640909322e-05
-3.9550741899527374e+01,-3.4910744633473591e+01,-2.1051300811584976e+01,-7.1457691530566994e+00,-6.3556079317555128e+00,1.2512116134159705e-12,1.2084325214172276e+01,8.1633818908883171e-01,-1.6855721397976975e-03
-4.5537006361568032e+01,2.6472779881907616e+01,-2.1008329548498903e+01,-7.1457691530566994e+00,-6.3576079317555099e+00,1.3035399936655457e-12,1.2128493975348608e+01,8.1667136018023090e-01,3.3317109139918699e-04
-4.1454865112149378e+01,-3.2434064093962569e+01,-2.0988566208840659e+01,-7.1457691530566994e+00,-6.3596079317555736e+00,1.3269020975281080e-12,1.1937357325941834e+01,8.1505137461816157e-01,-1.6199855620693260e-03
-3.1858427329269112e+01,4.1835752779875577e+01,-2.0962142446017740e+01,-7.1457691530566994e+00,-6.3616079317555352e+00,1.3597090433618262e-12,1.1949214946210599e+01,8.1511914543960562e-01,6.7770821444046447e-05
3.7496503421706095e+01,3.6786259627717278e+01,-2.0932277764510996e+01,-7.1457691530566994e+00,-6.3636079317555003e+00,1.3981297066556368e-12,1.1960866110329540e+01,8.1518508511213184e-01,6.5939672526216242e-05
4.7345568967382093e+01,-2.1960623474418643e+01,-2.0755553854403409e+01,-7.1457691530566994e+00,-6.3656079317555019e+00,1.6650569545255851e-12,1.2036331185122153e+01,8.1578245801119698e-01,5.9737289906514057e-04
-4.8166444954324987e+01,2.0074977671954752e+01,-2.0751250173589309e+01,-7.1457691530566994e+00,-6.3676079317555923e+00,1.6688971358636910e-12,1.1920691926591909e+01,8.1478558274138380e-01,-9.9687526981317998e-04
2.7541040010503060e+01,4.4166547394723196e+01,-2.0682158401404106e+01,-7.1457691530566994e+00,-6.3696079317554917e+00,1.7847079399500696e-12,1.1932521622535889e+01,8.1485328486107500e-01,6.7702119691204210e-05
-4.6191806053163894e+01,-2.3846448788619579e+01,-2.0647874764658628e+01,-7.1457691530566994e+00,-6.3716079317555234e+00,1.8432649333840434e-12,1.1852645155003097e+01,8.1415021789284803e-01,-7.0306696822697301e-04
1.8781390615694349e+01,4.8410580116078727e+01,-2.0617818936424644e+01,-7.1457691530566994e+00,-6.3736079317555481e+00,1.8957115340103228e-12,1.1865150546380422e+01,8.1422424702606933e-01,7.4029133221298338e-05
4.5699444528122825e+01,2.4416227887640474e+01,-2.0559151505452640e+01,-7.1457691530566994e+00,-6.3756079317555123e+00,2.0062387064978561e-12,1.1996802591284384e+01,8.1529617595601100e-01,1.0719289299416790e-03
-4.9411704981517786e+01,-1.5508402767697593e+01,-2.0546330161180201e+01,-7.1457691530566994e+00,-6.3776079317555521e+00,2.0280667978711683e-12,1.1831002949830115e+01,8.1387311774870408e-01,-1.4230582073069264e-03
4.4363315682775131e+01,-2.6674564769401222e+01,-2.0534375353284517e+01,-7.1457691530566994e+00,-6.3796079317554968e+00,2.0483566364092118e-12,1.1872479496689760e+01,8.1419166057059256e-01,3.1854282188847893e-04
2.6826709986432775e+01,-4.4261410205241411e+01,-2.0529918443515903e+01,-7.1457691530566994e+00,-6.3816079317555641e+00,2.0533954512606955e-12,1.1770539670662110e+01,8.1329800048181167e-01,-8.9366008878088987e-04
-4.6487401935795248e+01,-2.2266122589095893e+01,-2.0420488202715934e+01,-7.1457691530566994e+00,-6.3836079317555363e+00,2.2862775740197046e-12,1.1924724512510796e+01,8.1456796000952159e-01,1.2699595277099185e-03
3.5840776371899899e+01,-3.7010062924482590e+01,-2.0407724476325296e+01,-7.1457691530566994e+00,-6.3856079317555192e+00,2.3110193583008144e-12,1.2048955449944708e+01,8.1557280639849450e-01,1.0048463889729131e-03
-4.4488293148915439e+01,2.5618715761124356e+01,-2.0313828556017391e+01,-7.1457691530566994e+00,-6.3876079317555110e+00,2.5334566324801564e-12,1.2199983899499383e+01,8.1678679376889096e-01,1.2139873703964632e-03
-4.4645610343001856e+01,-2.5313400419097743e+01,-2.0306188251635461e+01,-7.1457691530566994e+00,-6.3896079317555747e+00,2.5477864733681576e-12,1.2041143284616137e+01,8.1544472535049417e-01,-1.3420684183967913e-03
1.8757958164780259e+01,-4.7478695600074808e+01,-2.0166632085232848e+01,-7.1457691530566994e+00,-6.3916079317555372e+00,2.9234987437915409e-12,1.2106073785887526e+01,8.1595092024539873e-01,5.0619489490455472e-04
-1.7082304214761979e+01,-4.8011192322023767e+01,-2.0120592960591946e+01,-7.1457691530566994e+00,-6.3936079317554855e+00,3.0551241300970833e-12,1.2115409313891087e+01,8.1599640530217932e-01,4.5485056780592004e-05
3.7760227963177485e+01,3.3934732120281843e+01,-2.0023198732783897e+01,-7.1457691530566994e+00,-6.3956079317555394e+00,3.3609190097695208e-12,1.2044077836522263e+01,8.1537436125305485e-01,-6.2204404912447053e-04
-4.8602754207962036e+01,-1.4233658941387336e+01,-1.9960318250548337e+01,-7.1457691530566994e+00,-6.3976079317555534e+00,3.5718902363068560e-12,1.2133731674181224e+01,8.1608437705998682e-01,7.1001580693197397e-04
-4.2288278361252743e+01,-2.7819722896065390e+01,-1.9947371777115112e+01,-7.1457691530566994e+00,-6.3996079317554804e+00,3.6112046222552589e-12,1.1985397261996123e+01,8.1482286459465336e-01,-1.2615124653334586e-03
3.8365826897980263e+01,-3.2812438517485461e+01,-1.9879158408399547e+01,-7.1457691530566994e+00,-6.4016079317555423e+00,3.8584084344748343e-12,1.1944368038959480e+01,8.1444850569769944e-01,-3.7435889695391911e-04
4.7138000572672190e+01,1.7899075239559579e+01,-1.9848034395355096e+01,-7.1457691530566994e+00,-6.4036079317555332e+00,3.9724331409611729e-12,1.1929775528273129e+01,8.1429483088704535e-01,-1.5367481065409194e-04
-3.3782988937983063e+01,3.7393192542842982e+01,-1.9833900383901874e+01,-7.1457691530566994e+00,-6.4056079317555144e+00,4.0209283156825485e-12,1.1840573558265412e+01,8.1351294464323298e-01,-7.8188624381236860e-04
-3.0024869667631570e+01,4.0352658585062848e+01,-1.9785343700456345e+01,-7.1457691530566994e+00,-6.4076079317555923e+00,4.2125555549769578e-12,1.1852291748637017e+01,8.1358050406165383e-01,6.7559418420848338e-05
4.8787826110706710e+01,-1.2143232897076366e+01,-1.9774744842257768e+01,-7.1457691530566994e+00,-6.4096079317554731e+00,4.2489349091439757e-12,1.1766423534152235e+01,8.1282209853638421e-01,-7.5840552526962313e-04
4.1195469361747172e+01,2.8735265260466068e+01,-1.9750105260871791e+01,-7.1457691530566994e+00,-6.4116079317555839e+00,4.3462261781005734e-12,1.1682976487690993e+01,8.1207916751683329e-01,-7.4293101955091867e-04
1.6809264225437591e+01,-4.7279858083189950e+01,-1.9725876154087590e+01,-7.1457691530566994e+00,-6.4136079317554824e+00,4.4439207122284771e-12,1.1767068804882078e+01,8.1276509796000806e-01,6.8593044317477592e-04
1.9047317455772404e+01,4.6421105415108656e+01,-1.9724791084359811e+01,-7.1457691530566994e+00,-6.4156079317555195e+00,4.4398566940714578e-12,1.1873870550575454e+01,8.1363727254549090e-01,8.7217458548283222e-04
1.7642882104498494e+01,-4.6921569330473268e+01,-1.9700719220190017e+01,-7.1457691530566994e+00,-6.4176079317555850e+00,4.5389420850381086e-12,1.1838107468566383e+01,8.1330429617897448e-01,-3.3297636651641316e-04
-1.3660656211999555e+01,-4.8230300315891469e+01,-1.9700071416769415e+01,-7.1457691530566994e+00,-6.4196079317554835e+00,4.5328086907889945e-12,1.1803218698839471e+01,8.1297784748088608e-01,-3.2644869808839960e-04
-1.7407634373411124e+01,-4.6943276991055718e+01,-1.9669679378938529e+01,-7.1457691530566994e+00,-6.4216079317555836e+00,4.6633487467254432e-12,1.1814964918495715e+01,8.1304601048340130e-01,6.8163002515220228e-05
4.9979201258840220e+01,1.6202964126488806e+00,-1.9638924027934294e+01,-7.1457691530566994e+00,-6.4236079317554919e+00,4.7993915825224289e-12,1.1803849169636411e+01,8.1292059219380886e-01,-1.2541828959244938e-04
9.2252936339252027e+00,-4.9143445055617960e+01,-1.9637115606085210e+01,-7.1457691530566994e+00,-6.4256079317555175e+00,4.7984722120258586e-12,1.1725833621709635e+01,8.1222624262045329e-01,-6.9434957335556824e-04
4.5436297366140565e+01,-2.0862173202309258e+01,-1.9634631378589315e+01,-7.1457691530566994e+00,-6.4276079317555537e+00,4.8007963268637855e-12,1.1693892463398861e+01,8.1192227881531787e-01,-3.0396380513542098e-04
-2.7619944527709293e+01,-4.1489063748443201e+01,-1.9557213165432412e+01,-7.1457691530566994e+00,-6.4296079317555188e+00,5.1768668535217701e-12,1.1554217277536303e+01,8.1068959073070457e-01,-1.2326880846132982e-03
3.4690693869999123e+00,-4.9716936049572226e+01,-1.9555235296097173e+01,-7.1457691530566994e+00,-6.4316079317555346e+00,5.1767522872845516e-12,1.1439966171308486e+01,8.0966487687465283e-01,-1.0247138560517399e-03
1.4437660410702780e+01,4.7700647822075751e+01,-1.9555183637154173e+01,-7.1457691530566994e+00,-6.4336079317555477e+00,5.1666760274441286e-12,1.1496472043931334e+01,8.1012658227848100e-01,4.6170540382817205e-04
-4.9777518165755964e+01,-2.0944913663794082e+00,-1.9547135477381818e+01,-7.1457691530566994e+00,-6.4356079317555039e+00,5.1980195994698381e-12,1.1615472104785157e+01,8.1112524995455371e-01,9.9866767607270646e-04
-4.9713420641528757e+01,-3.1708624388290856e+00,-1.9543587235689575e+01,-7.1457691530566994e+00,-6.4376079317555277e+00,5.2060736233096353e-12,1.1607447783088006e+01,8.1102504053323721e-01,-1.0020942131649946e-04
4.4780446165177267e+01,2.1774487853950177e+01,-1.9533277833522618e+01,-7.1457691530566994e+00,-6.4396079317555399e+00,5.2495132113153297e-12,1.1578941867421854e+01,8.1074808069987503e-01,-2.7695983336217811e-04
-2.4348238639003372e+00,-4.9714166340539727e+01,-1.9523327944167161e+01,-7.1457691530566994e+00,-6.4416079317555717e+00,5.2914125875452609e-12,1.1510255608827491e+01,8.1012210228278181e-01,-6.2597841709322033e-04
1.4980400177960048e+01,4.7462517522767911e+01,-1.9521709228706182e+01,-7.1457691530566994e+00,-6.4436079317555288e+00,5.2893954383146201e-12,1.1625328826604093e+01,8.1108577442553942e-01,9.6367214275761004e-04
-2.1043403236783682e+01,-4.4916382867579486e+01,-1.9437725781716132e+01,-7.1457691530566994e+00,-6.4456079317555028e+00,5.7413099722570023e-12,1.1437328050429485e+01,8.0942444792210055e-01,-1.6613265034388647e-03
-4.8297561916052061e+01,-1.1077169381640790e+01,-1.9412985275974016e+01,-7.1457691530566994e+00,-6.4476079317555337e+00,5.8733660852402781e-12,1.1392228373587587e+01,8.0899844854335456e-01,-4.2599937874598925e-04
-4.7000073193208557e+01,1.5492361214261841e+01,-1.9381295114052431e+01,-7.1457691530566994e+00,-6.4496079317555051e+00,6.0503617891881055e-12,1.1465109625302263e+01,8.0960519569304390e-01,6.0674714968933507e-04
2.0512725203350680e+01,-4.5001750498205823e+01,-1.9365841649106535e+01,-7.1457691530566994e+00,-6.4516079317555350e+00,6.1323101279591165e-12,1.1381906553805234e+01,8.0884595831215045e-01,-7.5923738089345161e-04
4.8458367379784804e+01,-9.7908746437032956e+00,-1.9356567410266322e+01,-7.1457691530566994e+00,-6.4536079317555899e+00,6.1770806548069329e-12,1.1338787532802389e+01,8.0843555704923542e-01,-4.1040126291502776e-04
-1.5181036984035973e+01,4.7045594387863787e+01,-1.9354953609342147e+01,-7.1457691530566994e+00,-6.4556079317555257e+00,6.1746955325628043e-12,1.1334315482380935e+01,8.0836527245459089e-01,-7.0284594644531850e-05
4.7608628492017445e+01,1.3020561357980284e+01,-1.9316777058091123e+01,-7.1457691530566994e+00,-6.4576079317554758e+00,6.4021644345001507e-12,1.1348717507833562e+01,8.0846141133696914e-01,9.6138882378249413e-05
3.2662341284434127e+01,-3.6972127171449635e+01,-1.9305028062065276e+01,-7.1457691530566994e+00,-6.4596079317555395e+00,6.4648843414340745e-12,1.1381601737532772e+01,8.0871988198655953e-01,2.5847064959039212e-04
