cmpt_0,cmpt_1,cmpt_2,cmpt_3,cmpt_4,cmpt_5,logl,logv,weight,stepsize,acceptrate,acceptrate_deriv
-4.59151501710074e+00,-4.68615444810346e+00,4.64966962209784e+00,4.68740575802391e+00,-3.50457266602390e+00,4.34650601924316e+00,-6.44173302685577e+01,-6.90825523731550e+00,1.05606778856669e-31,5.00000000000000e-01,8.00000000000000e-01,8.00000000000000e-01
-1.74936564411596e+00,-4.92892357496989e+00,4.46000308106147e+00,-4.61253398841320e+00,-3.88359259060145e+00,4.99101506486002e+00,-5.97707251105431e+01,-6.90925523731545e+00,1.09964494339558e-29,1.35914091422952e+00,9.60000000000000e-01,1.60000000000000e-01
3.37943788386332e+00,-4.10680259750754e+00,4.57053007917582e+00,-4.90099178015097e+00,4.12520682230165e+00,-3.87441573966520e+00,-5.81257923308366e+01,-6.91025523731548e+00,5.69119434558593e-29,5.00000000000000e-01,9.15000000000000e-01,-4.49999999999999e-02
4.66605460500058e+00,4.38185208972939e+00,-4.41012890184159e+00,-2.20405489974170e+00,-3.63366237178363e+00,4.86942025693448e+00,-5.66109032537035e+01,-6.91125523731546e+00,2.58628921492504e-28,1.35914091422952e+00,9.26666666666667e-01,1.16666666666666e-02
-3.55968303963472e+00,4.38024282495429e+00,-3.94722742824860e+00,-2.65642890523047e+00,-4.74370905420523e+00,4.82779997621260e+00,-5.56663900199778e+01,-6.91225523731547e+00,6.64415384219872e-28,5.00000000000000e-01,8.95000000000000e-01,-3.16666666666666e-02
4.74442437766211e+00,4.03219915033951e+00,-7.80019883161492e-01,4.86572642093763e+00,4.26947849378346e+00,-4.35099777682861e+00,-5.56194039696690e+01,-6.91325523731548e+00,6.95682642437025e-28,4.56691495517391e-01,8.94000000000000e-01,-1.00000000000000e-03
5.10851705544560e-01,-3.02230187399071e+00,-4.81148032518419e+00,4.50256060411940e+00,-4.65583120565800e+00,4.93886532385262e+00,-5.49575451451605e+01,-6.91425523731546e+00,1.34715791932591e-27,6.02050561964142e-01,8.96666666666667e-01,2.66666666666660e-03
-3.76490648328187e+00,-4.62938520479413e+00,-2.86696193433596e+00,3.96590940161040e+00,-3.95091540720339e+00,4.84032731640818e+00,-5.48096998966911e+01,-6.91525523731550e+00,1.56024424580959e-27,9.79140127012054e-01,9.01428571428571e-01,4.76190476190486e-03
-4.06440819335444e+00,-3.30994925898310e+00,4.36210119317175e+00,-3.45429446902449e+00,4.13618221445623e+00,4.67332057996346e+00,-5.42052230516736e+01,-6.91625523731543e+00,2.85285207469763e-27,8.57325467801026e-01,9.00000000000000e-01,-1.42857142857145e-03
-3.52038381377223e+00,-4.79559232497944e+00,-4.26295014538966e+00,-3.60918796884788e+00,3.43010634571006e+00,-4.03974224689688e+00,-5.28510995180346e+01,-6.91725523731554e+00,1.10390916070018e-26,3.15392413996687e-01,8.78888888888889e-01,-2.11111111111111e-02
