cmpt_0,cmpt_1,cmpt_2,cmpt_3,cmpt_4,cmpt_5,logl,logv,weight,stepsize,acceptrate,acceptrate_deriv
-3.94031750685609e+00,-4.73525873391679e+00,-4.37965775070572e+00,4.91372174025022e+00,2.60665491226172e+00,-4.88037668468950e+00,-6.14574147467877e+01,-6.90825523731550e+00,2.03782447648911e-30,5.00000000000000e-01,8.00000000000000e-01,8.00000000000000e-01
4.65819605320967e+00,-3.68777079161208e+00,4.80414526309169e+00,-4.81176222593965e+00,2.62063116717417e+00,-4.62936168858563e+00,-6.04286355295903e+01,-6.90925523731545e+00,5.69541817651643e-30,1.35914091422952e+00,8.60000000000000e-01,5.99999999999999e-02
1.25612331014930e+00,4.20995124432451e+00,-3.83808402575700e+00,4.94706508552155e+00,-4.76016587272638e+00,4.95680520392814e+00,-5.83811182781027e+01,-6.91025523731548e+00,4.40876313298500e-29,8.28907110189398e-01,8.55000000000000e-01,-5.00000000000000e-03
3.35732077885003e+00,-4.81030899709300e+00,3.67209113365521e+00,-4.54058833990306e+00,-3.48044513556896e+00,-4.93572153850827e+00,-5.80069895324725e+01,-6.91125523731546e+00,6.40272017262163e-29,2.25320313510834e+00,8.70000000000000e-01,1.50000000000000e-02
4.83235128023499e+00,-3.94907909637340e+00,-4.39252596914415e+00,4.99189421991329e+00,-4.35025597215983e+00,7.38725224289419e-01,-5.68289206346627e+01,-6.91225523731547e+00,2.07758618502128e-28,8.28907110189398e-01,8.45000000000000e-01,-2.50000000000000e-02
4.65894379266906e+00,4.92097318758041e+00,-4.93914908645905e+00,-3.53619212761742e+00,4.04979038995523e+00,5.86298529135370e-01,-5.52966966986338e+01,-6.91325523731548e+00,9.60641080592885e-28,2.25320313510834e+00,8.64000000000000e-01,1.90000000000000e-02
-4.55281031976743e+00,4.60570756596094e+00,3.28614667051645e+00,-6.86598153656312e-01,-4.78140205472480e+00,4.60185626485405e+00,-5.41384750192922e+01,-6.91425523731546e+00,3.05587893262397e-27,8.28907110189398e-01,8.53333333333333e-01,-1.06666666666666e-02
4.25973941317910e+00,4.20592080988274e+00,4.90933045560335e+00,3.83360559931076e+00,-2.67015432346821e+00,-3.74306791813936e+00,-5.34003755415589e+01,-6.91525523731550e+00,6.38637447115412e-27,1.40778772954876e+00,8.58571428571429e-01,5.23809523809515e-03
3.70272980898054e-01,4.48687973886158e+00,-4.02292206165576e+00,4.65220425858278e+00,-4.90748964549770e+00,-3.60698285740589e+00,-5.31085702975046e+01,-6.91625523731543e+00,8.54180185864885e-27,5.17896163234410e-01,8.33750000000000e-01,-2.48214285714285e-02
-2.94495428061488e+00,-3.07521835873347e+00,-4.97231450722350e+00,-3.79688423456919e+00,-4.81252947789277e+00,-3.81711287991738e+00,-5.30140091117433e+01,-6.91725523731554e+00,9.37956289057451e-27,2.55726393725279e-01,8.26666666666667e-01,-7.08333333333333e-03
-2.70680026197325e+00,-4.97036750363039e+00,2.45644046993103e+00,3.63140375226222e+00,4.30504632852936e+00,4.91516596428062e+00,-5.24860282562147e+01,-6.91825523731545e+00,1.58872041901108e-26,6.95136409120789e-01,8.42000000000000e-01,1.53333333333333e-02
-1.76217854641878e+00,2.71283178866009e+00,4.89575885354864e+00,4.88316720061702e+00,-4.24823236905243e+00,-4.16728367051116e+00,-5.23597500239395e+01,-6.91925523731542e+00,1.80075704419297e-26,1.18335404731595e+00,8.47272727272727e-01,5.27272727272732e-03
-3.97023369284212e+00,4.62219815909219e+00,-2.76842480955757e+00,-4.52922706091317e+00,-3.78623907715683e+00,3.67475463225921e+00,-5.20861177207380e+01,-6.92025523731549e+00,2.36514530497369e-26,7.37366733207076e-01,8.42500000000000e-01,-4.77272727272726e-03
-2.66213264680469e+00,-1.50476021431637e+00,-4.09195094610276e+00,4.29161286216509e+00,-4.86557033601652e+00,-4.99291238302459e+00,-5.20717340933346e+01,-6.92125523731546e+00,2.39701230081928e-26,8.47325883669173e-01,8.43846153846154e-01,1.34615384615377e-03
4.20018975116714e+00,-3.90909640292496e+00,2.43922950117169e+00,3.17550545966158e+00,-4.55858561117932e+00,4.82676548797122e+00,-5.20309671794092e+01,-6.92225523731547e+00,2.49425478474701e-26,1.36576499500426e+00,8.48571428571429e-01,4.72527472527473e-03
2.63650056095076e+00,3.34433281174498e+00,-4.81067849009609e+00,4.66181150860881e+00,2.21720910708692e+00,-4.91315657167730e+00,-5.15465986772218e+01,-6.92325523731551e+00,4.04450230468615e-26,1.06095755106382e+00,8.46000000000000e-01,-2.57142857142856e-03
-2.28709192695112e+00,4.68845139525441e+00,4.25568025872539e+00,-2.15194041976082e+00,-4.25203203946784e+00,-4.90218698433918e+00,-5.15462520441895e+01,-6.92425523731546e+00,4.04186062356746e-26,8.50906395844269e-01,8.43750000000000e-01,-2.24999999999997e-03
-9.98094203218299e-01,4.89265393316236e+00,-4.49545578094597e+00,-4.91179862320556e+00,2.01074883481014e+00,4.26735534391264e+00,-5.12749189205309e+01,-6.92525523731551e+00,5.29645781325064e-26,1.26240349374089e+00,8.47647058823529e-01,3.89705882352942e-03
-3.57721603600493e+00,4.96704099459972e+00,3.60941563430996e+00,-3.67302539153261e+00,-4.58770036732608e+00,2.39661453720605e+00,-5.09024929251204e+01,-6.92625523731541e+00,7.67880745195740e-26,9.73177835003651e-01,8.45000000000000e-01,-2.64705882352945e-03
3.77057163997958e+00,-2.22383945979337e+00,2.67166186783452e+00,4.42651779481116e+00,4.48418510358122e+00,-4.94552993403309e+00,-5.07439770610852e+01,-6.92725523731543e+00,8.98880684512479e-26,8.56930063392312e-01,8.43684210526316e-01,-1.31578947368416e-03
