cmpt_0,cmpt_1,logl,logv,weight,stepsize,acceptrate,acceptrate_deriv
-9.880689261535e+00,9.717321275235e+00,-2.137185255553e+03,-6.908255237316e+00,0.000000000000e+00,5.000000000000e-01,5.000000000000e-01,5.000000000000e-01
-9.919977393039e+00,-8.828081842265e+00,-1.996281842823e+03,-6.909255237315e+00,0.000000000000e+00,1.359140914230e+00,9.800000000000e-01,4.800000000000e-01
-9.279607448665e+00,9.625851561541e+00,-1.971749541252e+03,-6.910255237315e+00,0.000000000000e+00,9.824560387054e-01,9.475000000000e-01,-3.250000000000e-02
-9.563669611941e+00,9.318150036245e+00,-1.968651136225e+03,-6.911255237315e+00,0.000000000000e+00,1.024719229649e+00,9.516666666667e-01,4.166666666667e-03
9.532296116173e+00,-9.565996855771e+00,-1.943341931301e+03,-6.912255237315e+00,0.000000000000e+00,8.463557378101e-01,9.325000000000e-01,-1.916666666667e-02
-8.823646453490e+00,9.884762786898e+00,-1.929193899114e+03,-6.913255237315e+00,0.000000000000e+00,8.424984016630e-01,9.320000000000e-01,-4.999999999999e-04
-9.230995597413e+00,9.337248256606e+00,-1.894892414014e+03,-6.914255237315e+00,0.000000000000e+00,8.831323696942e-01,9.366666666667e-01,4.666666666667e-03
9.118952031228e+00,9.826426323961e+00,-1.861686501281e+03,-6.915255237315e+00,0.000000000000e+00,9.399462732089e-01,9.428571428571e-01,6.190476190476e-03
-8.753428168659e+00,-9.390133974819e+00,-1.850038341453e+03,-6.916255237315e+00,0.000000000000e+00,9.912327929904e-01,9.481250000000e-01,5.267857142857e-03
8.685970904459e+00,-9.907457480411e+00,-1.843639952280e+03,-6.917255237316e+00,0.000000000000e+00,9.719036131530e-01,9.461111111111e-01,-2.013888888889e-03
9.396187120400e+00,9.461398108638e+00,-1.837779986226e+03,-6.918255237315e+00,0.000000000000e+00,1.015966875761e+00,9.505000000000e-01,4.388888888889e-03
