cmpt_0,cmpt_1,logl,logv,weight,stepsize,acceptrate,acceptrate_deriv
-9.940353826434e+00,-9.598992917822e+00,-2.176668506877e+03,-6.908255237316e+00,0.000000000000e+00,5.000000000000e-01,5.000000000000e-01,5.000000000000e-01
-9.568035014932e+00,-9.876534949707e+00,-2.152268739318e+03,-6.909255237315e+00,0.000000000000e+00,1.359140914230e+00,1.000000000000e+00,5.000000000000e-01
-9.748268097156e+00,-9.420965897533e+00,-2.087411796700e+03,-6.910255237315e+00,0.000000000000e+00,9.114785839242e-01,9.600000000000e-01,-4.000000000000e-02
-9.480521773906e+00,9.565601953978e+00,-2.004978621987e+03,-6.911255237315e+00,0.000000000000e+00,8.968241182635e-01,9.583333333333e-01,-1.666666666667e-03
-9.769176059474e+00,9.236447389960e+00,-2.000071978370e+03,-6.912255237315e+00,0.000000000000e+00,9.471809781661e-01,9.637500000000e-01,5.416666666667e-03
9.391253513402e+00,9.944271843796e+00,-1.948794637198e+03,-6.913255237315e+00,0.000000000000e+00,7.855901209184e-01,9.450000000000e-01,-1.875000000000e-02
-9.465769736171e+00,9.272583020214e+00,-1.935234590980e+03,-6.914255237315e+00,0.000000000000e+00,7.991498819449e-01,9.466666666667e-01,1.666666666667e-03
-9.363338627371e+00,-9.024558482598e+00,-1.905376187873e+03,-6.915255237315e+00,0.000000000000e+00,8.566673660016e-01,9.535714285714e-01,6.904761904762e-03
-9.046442910112e+00,9.523625863362e+00,-1.894910066898e+03,-6.916255237315e+00,0.000000000000e+00,7.576917721148e-01,9.412500000000e-01,-1.232142857143e-02
-9.200799008889e+00,9.309038272774e+00,-1.881654011543e+03,-6.917255237316e+00,0.000000000000e+00,7.782979714907e-01,9.438888888889e-01,2.638888888889e-03
-8.922558568393e+00,-9.343937498787e+00,-1.876757068142e+03,-6.918255237315e+00,0.000000000000e+00,8.153920648549e-01,9.485000000000e-01,4.611111111111e-03
9.768286743662e+00,9.237176670985e+00,-1.871441675905e+03,-6.919255237315e+00,0.000000000000e+00,8.131661232993e-01,9.481818181818e-01,-3.181818181818e-04
-8.523632007217e+00,-9.681430059495e+00,-1.868533860446e+03,-6.920255237315e+00,0.000000000000e+00,7.311032835665e-01,9.375000000000e-01,-1.068181818182e-02
-9.479134679486e+00,-8.727257103286e+00,-1.867786457720e+03,-6.921255237315e+00,0.000000000000e+00,7.384907575385e-01,9.384615384615e-01,9.615384615385e-04
-8.207664567056e+00,-9.948447025756e+00,-1.866647203570e+03,-6.922255237315e+00,0.000000000000e+00,7.583526836096e-01,9.410714285714e-01,2.609890109890e-03
-9.447326231702e+00,8.944090986662e+00,-1.859241261616e+03,-6.923255237316e+00,0.000000000000e+00,7.683227868236e-01,9.423333333333e-01,1.261904761905e-03
9.181609041544e+00,9.704135856734e+00,-1.846591170412e+03,-6.924255237315e+00,0.000000000000e+00,7.675424553575e-01,9.421875000000e-01,-1.458333333334e-04
-8.028123108085e+00,-9.885401749027e+00,-1.814866477791e+03,-6.925255237316e+00,0.000000000000e+00,7.921139557179e-01,9.452941176471e-01,3.106617647059e-03
-8.272364181159e+00,9.857302788923e+00,-1.805002236413e+03,-6.926255237315e+00,0.000000000000e+00,8.056548921997e-01,9.469444444444e-01,1.650326797386e-03
9.804911786916e+00,-8.591659688557e+00,-1.788602759661e+03,-6.927255237315e+00,0.000000000000e+00,7.946642648806e-01,9.455263157895e-01,-1.418128654971e-03
-9.148809342878e+00,-8.712436061423e+00,-1.787978935922e+03,-6.928255237315e+00,0.000000000000e+00,8.068223915570e-01,9.470000000000e-01,1.473684210526e-03
-9.343494273393e+00,-8.356209185945e+00,-1.758314001415e+03,-6.929255237316e+00,0.000000000000e+00,8.141322686087e-01,9.478571428571e-01,8.571428571429e-04
-8.626637204218e+00,9.281888999511e+00,-1.748156617684e+03,-6.930255237315e+00,0.000000000000e+00,8.283663492253e-01,9.495454545455e-01,1.688311688312e-03
9.644979221057e+00,-8.482035924334e+00,-1.729271478294e+03,-6.931255237315e+00,0.000000000000e+00,8.379625025645e-01,9.506521739130e-01,1.106719367589e-03
9.370737543858e+00,8.980971759683e+00,-1.726625948930e+03,-6.932255237315e+00,0.000000000000e+00,8.294265270098e-01,9.495833333333e-01,-1.068840579710e-03
9.494800342651e+00,8.781962503237e+00,-1.711966980376e+03,-6.933255237316e+00,0.000000000000e+00,8.382796846299e-01,9.506000000000e-01,1.016666666667e-03
-8.017924539416e+00,-9.448499132078e+00,-1.709616508276e+03,-6.934255237315e+00,0.000000000000e+00,8.433157244405e-01,9.511538461538e-01,5.538461538461e-04
-8.485255225093e+00,9.236982456899e+00,-1.708174359493e+03,-6.935255237315e+00,0.000000000000e+00,8.232736857958e-01,9.487037037037e-01,-2.450142450142e-03
-7.697052682379e+00,-9.687133985632e+00,-1.702438103764e+03,-6.936255237315e+00,0.000000000000e+00,7.894519545632e-01,9.444642857143e-01,-4.239417989418e-03
9.335504921047e+00,8.898574073348e+00,-1.701422945667e+03,-6.937255237315e+00,0.000000000000e+00,7.804713372668e-01,9.432758620690e-01,-1.188423645320e-03
