cmpt_0,cmpt_1,cmpt_2,cmpt_3,cmpt_4,cmpt_5,logl,logv,weight,stepsize,acceptrate,acceptrate_deriv
-1.86489999068029e+00,4.96656212908009e+00,-4.87890202922090e+00,4.58801778433867e+00,-4.47188777569166e+00,-4.60565180209020e+00,-6.26176273747365e+01,-6.90825523731550e+00,6.38693993810947e-31,5.00000000000000e-01,8.00000000000000e-01,8.00000000000000e-01
-4.74479495973077e+00,-3.73112577249901e+00,4.88617213404022e+00,-3.83536991409679e+00,-4.89815800523220e+00,-3.23289248806994e+00,-6.02449636583811e+01,-6.90925523731545e+00,6.84373677178332e-30,1.35914091422952e+00,9.40000000000000e-01,1.40000000000000e-01
-4.43191783099238e+00,-4.38681158821756e+00,4.56530160770302e+00,-4.59618966530777e+00,4.78181690419359e+00,1.34338989030447e+00,-5.82753407370848e+01,-6.91025523731548e+00,4.90066898048384e-29,5.00000000000000e-01,8.80000000000000e-01,-5.99999999999999e-02
2.84453113983936e+00,4.07603673548929e+00,-4.56865420303814e+00,4.97696077596497e+00,4.19652846149597e+00,3.95781034268785e+00,-5.73252744477193e+01,-6.91125523731546e+00,1.26598809342291e-28,1.35914091422952e+00,8.96666666666667e-01,1.66666666666666e-02
-3.63193262236624e+00,4.51637341263408e+00,-4.54896326828305e+00,2.84826005919089e+00,4.16440912767532e+00,4.62822063848509e+00,-5.60921038047457e+01,-6.91225523731547e+00,4.34064763560017e-28,9.04327371774864e-01,8.92500000000000e-01,-4.16666666666665e-03
-4.03432309575282e+00,4.37718428207433e+00,4.24110984004709e+00,-4.94297439552474e+00,3.45725830894562e+00,3.31686122180096e+00,-5.59184897006906e+01,-6.91325523731548e+00,5.15845783598046e-28,3.32683448164576e-01,8.60000000000000e-01,-3.25000000000000e-02
-7.12111663987627e-01,-4.01759799653698e+00,-3.80077539942739e+00,-4.92960603194462e+00,-4.92378055962638e+00,4.51707642093307e+00,-5.55349813671734e+01,-6.91425523731546e+00,7.56207784268885e-28,9.04327371774864e-01,8.75000000000000e-01,1.50000000000000e-02
4.88081906671855e+00,3.27106215522568e+00,-3.08620143128598e+00,-4.44152741400840e+00,-4.33597854055176e+00,-4.16163607638683e+00,-5.54606172786313e+01,-6.91525523731550e+00,8.13772036934645e-28,3.32683448164576e-01,8.61428571428571e-01,-1.35714285714286e-02
-4.32926808759008e+00,3.55991991073242e+00,4.68794634262980e+00,4.74690235820734e+00,4.21886318762416e+00,2.39338866894315e+00,-5.52399465814507e+01,-6.91625523731543e+00,1.01368853376652e-27,9.04327371774864e-01,8.75000000000000e-01,1.35714285714286e-02
-4.53999930835972e+00,-2.38584266737634e+00,4.29119088232717e+00,-3.31843584939300e+00,4.34156600742703e+00,-4.82705261204498e+00,-5.44535346681905e+01,-6.91725523731554e+00,2.22333340909077e-27,3.32683448164576e-01,8.31111111111111e-01,-4.38888888888889e-02
4.98388144766538e+00,-1.14314287275046e+00,-4.23422881812606e+00,-4.66680183208204e+00,-4.92331474502813e+00,-2.58165291749312e+00,-5.38924025963445e+01,-6.91825523731545e+00,3.89284275926448e-27,9.04327371774864e-01,8.42000000000000e-01,1.08888888888888e-02
4.48912017583077e+00,4.29669949757747e+00,4.25957448062817e+00,3.09594987519282e+00,-2.45936077767204e+00,-4.79921132059108e+00,-5.32254270186499e+01,-6.91925523731542e+00,7.57698417866957e-27,7.43368163753307e-01,8.40000000000000e-01,-2.00000000000000e-03
4.38750515003353e+00,2.77441171373819e+00,3.17383995790350e+00,3.51284509091732e+00,4.61164790541505e+00,4.92060241770353e+00,-5.29338947291471e+01,-6.92025523731549e+00,1.01314813788612e-26,1.23113456251207e+00,8.45000000000000e-01,5.00000000000000e-03
3.04412126979932e+00,-2.24481240195588e+00,-3.85610794474540e+00,4.30843132591782e+00,4.89520442472046e+00,-4.67241812908544e+00,-5.22798929606536e+01,-6.92125523731546e+00,1.94656098831922e-26,1.49920677680615e+00,8.46923076923077e-01,1.92307692307692e-03
3.62848566794692e+00,3.10899566896414e+00,-4.24731431857708e+00,3.85875745043507e+00,-4.70373568383170e+00,-3.86405751860007e+00,-5.19223912881067e+01,-6.92225523731547e+00,2.78031962029505e-26,1.43351355255141e+00,8.46428571428571e-01,-4.94505494505471e-04
4.77315673253788e+00,4.45094735886406e+00,3.97451928098497e+00,-1.52898442857211e-01,3.12012498999413e+00,4.92203229572331e+00,-5.17014916492147e+01,-6.92325523731551e+00,3.46414389967849e-26,1.29063969656990e+00,8.45333333333333e-01,-1.09523809523804e-03
-2.84283124826784e-01,-4.49051464033623e+00,3.75029700989714e+00,4.51238235897268e+00,3.55571630549553e+00,-4.88464030178125e+00,-5.11009762803495e+01,-6.92425523731546e+00,6.30902343666330e-26,7.60183559612795e-01,8.40000000000000e-01,-5.33333333333341e-03
4.41438895739781e+00,1.48228992445668e+00,4.49088154895965e+00,-8.56179670281885e-01,-4.94784227173399e+00,-4.86831858166292e+00,-5.08970026760270e+01,-6.92525523731551e+00,7.72880690399714e-26,7.19587101218301e-01,8.39411764705882e-01,-5.88235294117667e-04
-2.34430834742461e+00,-4.94974160008217e+00,-4.68728258360174e+00,-4.31076833798012e+00,2.94483841110434e+00,-3.33616169528474e+00,-5.06891878669288e+01,-6.92625523731541e+00,9.50453747571781e-26,5.48855082152039e-01,8.36666666666667e-01,-2.74509803921563e-03
4.08449124214098e+00,-2.65987773491572e+00,4.86752025049491e+00,4.46048335853243e+00,-3.45780931681357e+00,3.26115205983586e+00,-5.04827519364820e+01,-6.92725523731543e+00,1.16721451168622e-25,9.49470646579767e-01,8.42105263157895e-01,5.43859649122802e-03
5.80935039519977e-01,-4.90143184775476e+00,3.89141016583741e+00,4.61739717283976e+00,-4.48323692246742e+00,3.00095855292636e+00,-5.04786886699076e+01,-6.92825523731549e+00,1.17079548281934e-25,9.43482955419305e-01,8.42000000000000e-01,-1.05263157894719e-04
-4.13927705538466e+00,-4.76974287793476e+00,4.48696508312535e-01,3.19204703256069e+00,-4.49240157002600e+00,-4.38926517916754e+00,-5.03745687742597e+01,-6.92925523731550e+00,1.29797234639684e-25,6.11090438891502e-01,8.37619047619048e-01,-4.38095238095237e-03
-3.49728602600908e+00,-1.52076314130110e+00,3.99447644406764e+00,-4.92191101063587e+00,4.51228368235131e+00,-3.74899362891799e+00,-5.00838498948849e+01,-6.93025523731546e+00,1.73415834621251e-25,8.52642375109198e-01,8.40909090909091e-01,3.29004329004334e-03
