cmpt_0,cmpt_1,logl,logv,weight,stepsize,acceptrate,acceptrate_deriv
-9.569154771671e+00,-9.576167805623e+00,-2.080417823303e+03,-6.908255237316e+00,0.000000000000e+00,5.000000000000e-01,5.000000000000e-01,5.000000000000e-01
9.613409348117e+00,-9.854700755413e+00,-2.030548555265e+03,-6.909255237315e+00,0.000000000000e+00,1.359140914230e+00,8.300000000000e-01,3.300000000000e-01
-9.862405431889e+00,-8.540699098116e+00,-1.920627733950e+03,-6.910255237315e+00,0.000000000000e+00,1.429304295778e+00,8.350000000000e-01,5.000000000000e-03
9.927384127483e+00,-9.043315912126e+00,-1.914593553336e+03,-6.911255237315e+00,0.000000000000e+00,1.995489704444e+00,8.683333333333e-01,3.333333333333e-02
-9.699664869616e+00,-8.545078700227e+00,-1.881860458832e+03,-6.912255237315e+00,0.000000000000e+00,1.906787526565e+00,8.637500000000e-01,-4.583333333333e-03
9.717304977102e+00,-9.028948748309e+00,-1.862819725756e+03,-6.913255237315e+00,0.000000000000e+00,2.113391288052e+00,8.740000000000e-01,1.025000000000e-02
9.980730995162e+00,8.968408177238e+00,-1.862323542455e+03,-6.914255237315e+00,0.000000000000e+00,2.263716811913e+00,8.808333333333e-01,6.833333333333e-03
-8.709336514686e+00,-9.348156189366e+00,-1.830788419905e+03,-6.915255237315e+00,0.000000000000e+00,2.003223420201e+00,8.685714285714e-01,-1.226190476190e-02
8.881038419575e+00,9.829616321943e+00,-1.812270652183e+03,-6.916255237315e+00,0.000000000000e+00,1.957972614482e+00,8.662500000000e-01,-2.321428571429e-03
-9.436691208167e+00,-8.395164330058e+00,-1.788061150225e+03,-6.917255237316e+00,0.000000000000e+00,1.945133609704e+00,8.655555555556e-01,-6.944444444444e-04
8.822022791580e+00,-9.420949818733e+00,-1.756630373198e+03,-6.918255237315e+00,0.000000000000e+00,1.935063443129e+00,8.650000000000e-01,-5.555555555555e-04
9.708151041254e+00,-8.519512148671e+00,-1.751371724488e+03,-6.919255237315e+00,0.000000000000e+00,1.858169626199e+00,8.609090909091e-01,-4.090909090909e-03
9.849126458498e+00,8.572508225054e+00,-1.748946356315e+03,-6.920255237315e+00,0.000000000000e+00,1.752171756396e+00,8.550000000000e-01,-5.909090909091e-03
-8.932866246280e+00,8.963756206499e+00,-1.745833726325e+03,-6.921255237315e+00,0.000000000000e+00,1.814536146406e+00,8.584615384615e-01,3.461538461539e-03
8.763421494516e+00,-9.373734402801e+00,-1.733766546539e+03,-6.922255237315e+00,0.000000000000e+00,1.722386028087e+00,8.532142857143e-01,-5.247252747253e-03
-8.503543395405e+00,-9.037070006757e+00,-1.716695788808e+03,-6.923255237316e+00,0.000000000000e+00,1.690885514308e+00,8.513333333333e-01,-1.880952380952e-03
-8.179606082450e+00,9.507384408854e+00,-1.705176895483e+03,-6.924255237315e+00,0.000000000000e+00,1.722061563175e+00,8.531250000000e-01,1.791666666667e-03
-8.723777896595e+00,8.963257633380e+00,-1.699879569054e+03,-6.925255237316e+00,0.000000000000e+00,1.724571015364e+00,8.532352941176e-01,1.102941176471e-04
8.080558127003e+00,-9.768452151409e+00,-1.691780283023e+03,-6.926255237315e+00,0.000000000000e+00,1.703051735953e+00,8.519444444444e-01,-1.290849673203e-03
-9.244977470667e+00,8.295752629211e+00,-1.679071243572e+03,-6.927255237315e+00,0.000000000000e+00,1.692973662971e+00,8.513157894737e-01,-6.286549707601e-04
-9.084138032633e+00,8.443151413656e+00,-1.671857462999e+03,-6.928255237315e+00,0.000000000000e+00,1.675612720829e+00,8.502500000000e-01,-1.065789473684e-03
-8.570017656143e+00,8.971481579838e+00,-1.668635177763e+03,-6.929255237316e+00,0.000000000000e+00,1.684000938789e+00,8.507142857143e-01,4.642857142858e-04
-7.284421380464e+00,-9.854945565997e+00,-1.665251627975e+03,-6.930255237315e+00,0.000000000000e+00,1.695567246291e+00,8.513636363636e-01,6.493506493506e-04
9.397119598148e+00,-8.437264294837e+00,-1.664860269197e+03,-6.931255237315e+00,0.000000000000e+00,1.721153448124e+00,8.528260869565e-01,1.462450592885e-03
8.489172790997e+00,9.532753187365e+00,-1.664467421944e+03,-6.932255237315e+00,0.000000000000e+00,1.741368150313e+00,8.539583333333e-01,1.132246376812e-03
9.813574773669e+00,8.136885131292e+00,-1.654396560872e+03,-6.933255237316e+00,0.000000000000e+00,1.749696184855e+00,8.544000000000e-01,4.416666666667e-04
-7.740887951334e+00,9.657807279740e+00,-1.652591297406e+03,-6.934255237315e+00,0.000000000000e+00,1.760850910710e+00,8.550000000000e-01,5.999999999999e-04
-8.215465549446e+00,-8.915609772026e+00,-1.630242278963e+03,-6.935255237315e+00,0.000000000000e+00,1.791083058592e+00,8.566666666667e-01,1.666666666667e-03
9.876472451555e+00,-7.674042026464e+00,-1.622958517460e+03,-6.936255237315e+00,0.000000000000e+00,1.826180611007e+00,8.585714285714e-01,1.904761904762e-03
8.437413858388e+00,9.377982188448e+00,-1.619583709848e+03,-6.937255237315e+00,0.000000000000e+00,1.821443464050e+00,8.582758620690e-01,-2.955665024630e-04
-7.893424098050e+00,-9.155853984723e+00,-1.618634271651e+03,-6.938255237315e+00,0.000000000000e+00,1.829231643053e+00,8.586666666667e-01,3.908045977011e-04
-8.688443670003e+00,8.600568753813e+00,-1.616612818813e+03,-6.939255237315e+00,0.000000000000e+00,1.784031688205e+00,8.561290322581e-01,-2.537634408602e-03
8.686050307103e+00,-8.906187235519e+00,-1.614009017546e+03,-6.940255237315e+00,0.000000000000e+00,1.814968816116e+00,8.578125000000e-01,1.683467741936e-03
-7.364664501581e+00,9.782005688109e+00,-1.610578719843e+03,-6.941255237315e+00,0.000000000000e+00,1.811324667111e+00,8.575757575758e-01,-2.367424242424e-04
