cmpt_0,cmpt_1,cmpt_2,cmpt_3,cmpt_4,cmpt_5,logl,logv,weight,stepsize,acceptrate,acceptrate_deriv
-3.71774832552351e+00,-4.55442660426832e+00,-4.91805730719650e+00,-3.83045293062668e+00,4.40467153061165e+00,-3.23798257887574e+00,-5.71685182507494e+01,-6.90825523731550e+00,1.48528862816340e-28,5.00000000000000e-01,8.00000000000000e-01,8.00000000000000e-01
-4.94315866360616e+00,2.38417551665030e+00,3.43058267407429e+00,3.89601068717260e+00,-4.71257605047392e+00,4.78305957676479e+00,-5.65901007819915e+01,-6.90925523731545e+00,2.64594051550227e-28,1.35914091422952e+00,9.50000000000000e-01,1.50000000000000e-01
4.90384231053195e+00,-3.51959793768206e+00,-3.94996814066048e+00,4.28243187126509e+00,-4.81003343666911e+00,-2.57392309607514e+00,-5.55827371258715e+01,-6.91025523731548e+00,7.23832800105519e-28,5.00000000000000e-01,9.30000000000000e-01,-1.99999999999999e-02
3.60720097948729e+00,4.74434041891601e+00,-2.61103065270264e+00,3.76240826765658e+00,-4.91224158087384e+00,-4.24046861810379e+00,-5.48164079002233e+01,-6.91125523731546e+00,1.55602481457672e-27,1.83939720585721e-01,9.13333333333333e-01,-1.66666666666667e-02
-4.76482724943040e+00,3.32002793193653e+00,-1.81179668808163e+00,-4.04823355181139e+00,-4.96685288467759e+00,4.24555162888067e+00,-5.35592824589148e+01,-6.91225523731547e+00,5.46442999186650e-27,5.00000000000000e-01,9.30000000000000e-01,1.66666666666667e-02
-4.87915682753071e+00,-3.93146715637739e+00,4.49229266483692e+00,9.57210130312834e-01,-4.30220980984683e+00,4.07962389094288e+00,-5.32695763502645e+01,-6.91325523731548e+00,7.29337150946440e-27,5.06542433679905e-01,9.30000000000000e-01,0.00000000000000e+00
4.39288517026533e+00,-1.67109500135581e+00,3.61437399343639e+00,4.74186256510258e+00,-4.19974297183024e+00,4.46561681675894e+00,-5.31228977743009e+01,-6.91425523731546e+00,8.43714937030274e-27,3.67580165307449e-01,9.26666666666667e-01,-3.33333333333341e-03
4.77831098428406e-01,4.88036883170034e+00,4.32929948361519e+00,4.87384622601401e+00,-4.94627041554194e+00,-1.72512864656299e+00,-5.25062279040885e+01,-6.91525523731550e+00,1.56162863963893e-26,5.99607194559863e-01,9.31428571428571e-01,4.76190476190474e-03
3.21654622020904e+00,-4.65477297362491e+00,-3.68017245150493e+00,4.29791389658086e+00,3.72862450940448e+00,-3.80713399977215e+00,-5.17264932869608e+01,-6.91625523731543e+00,3.40234157656999e-26,4.64653804675884e-01,9.28750000000000e-01,-2.67857142857142e-03
4.95473012553971e+00,1.62710118090951e+00,-3.78410585963628e+00,-3.34573592303265e+00,-4.38051907680603e+00,4.20378023371151e+00,-5.02990964603290e+01,-6.91725523731554e+00,1.41662265567976e-25,6.66298032490738e-01,9.32222222222222e-01,3.47222222222221e-03
